text,language,label
"следующая жұма будет в феврале. Но между ними каспи проводит другие акций на 24 месяца по разным категориям. В основном бытовая техника, мебель, электроника.",ru,
"Еще есть торғай тв, көкіл тв тоже хорошие каналы на казахском",ru,
Недавно наткнулся на канал в ютубе SAQ Kinostudiasy. Очень хорошие и позновательные мультфильмы по госзаказу о Қажымұқане про батыров и т.д. советую всем.,ru,
"Проверила транспортную карту, действительно пришли бонусы 1400 от халық банка, супер!",ru,
Әссәләму ғаләйкум! Есть ли у нас пост где подробно объясняется про горящие путёвки? Что это такое? Как? Когда и т.д. Заранее спасибо.,ru,
В Астана в Шұбары на каждые 20м сделали лежачие полицеские по определенным улицам после жалоб жильцов,ru,
В нашем случае также. Пришлось обратиться в госорганы через еөтініш.,ru,
"Подпишитесь в инсте на Кунекей Нурлан. У неё есть курс по финансовой грамотности, шапалақ называется, стоил раньше 3 тысячи тенге. И он для девушек. Там основы о томткак обрести финансовую ннзависимость (правда почему-то с уклоном от мужа🤭)",ru,
Бұрыс. И даже штраф за это,ru,
"Если рухнет рубль, а за ним теңге, то цена жилья повысится. Так что, немедленно оформите ипотеку",ru,
[Крепкий иммунитет ❤️ с плюсом в бюджет!](https://biocpromo.kz/ref/5Y) 100000 теңге каждую неделю в Вашем городе 🌇 Участвуйте в конкурсе от BioC 😇👍🏻,ru,
"Ссылка не работает, нажимаешь на бургер киҢ а там ссылка на пост(партнерски)",ru,
Наш шоколад классный что бы не говорили другие нации.типа говно ужасный.выпускайте сами если такие умные.просто порадоваться нельзя.көралмайтын😡,ru,
Легендарный к700 символ целиүограда попал в этот совхоз. Говорят до сих пор жив. А вот скульптура затерялась.,ru,
"Депутат Даулет Мұқаев поднимал вопрос насчет создания прозрачного открытого сайта о возвращенных деньгах. Но дальше министрество что принимало, не знаю",ru,
"Добрый день, подскажите где можно можно посмотреть данную акцию, это в этом году будет каспи жұма 0-0-24  с 14-16.06?",ru,
"Писали,по е-өтиниш, но там занимаются отписками.Нужно уже выходить на улицу и требовать.Другого взаимоотношения уполномоченные органы не понимают.",ru,
"Мәә такая молодец, словами не описать как мы рады за неё, еңбегің құтты болсын👍🏻👍🏻👍🏻",ru,
"Давай, Амирчик! Алға! Написал же на своей страничке что ты олимпийский чемпион! Давай соответствуй! Ждём золото! А Леонардо пусть серебро)",ru,
"Махмудов тоже сильный борец,тем более титулованный борец,СӘТТІЛІК!!!",ru,
"Радует, что Фонд ""Самрук-Қазына"" превысил запланированные доходы. Это хороший знак для экономики Казахстана",ru,
"Отличные новости! Доходы Фонда ""Самрук-Қазына"" превысили запланированные показатели, что свидетельствует об эффективной работе и стабильном развитии.",ru,
"Мне как то говорили садишься за руль знай что ты уже преступник, а тут женщина за рулем просто нет слов…они всегда путают педали а также начинающие, а здесь еще и на парковке но это вообще жесть,  а то что случилось с пешеходами то это судьба (ажал) от этого не убежишь на все воля Аллаһа",ru,
"Когда был акимом астаны Тасмағамбетов, подавал заявлееие на выдачу земельного участка с тех пор никто так и не ответил.",ru,
И в итоге осталась без крыши над голоаой. Брата нет и снохи тоже. Племянғикам я не нужна. Живу у родственницы. Пенсия есть,ru,
"Алға, Қазақстан! Вот , наши родные , прославляют страну! ♥️",ru,
"Если зарплату не поднимут, все жто бесполезно. Итак толковые работники все ушли, остались одни безграмотные. Жауапкершілігі таудай, жалақысы тарыдай. Лучше таксовать.",ru,
Подумайте почему в мире только Қазақстан и Израйл приглашаеть своих қандасов (этнических братьев)?,ru,
"**QJ League** (каз. Футболдан Қазақстан жасөспірімдер лигасы) — Юношеская лига Казахстана по футболу, в которой принимают участие юношеские команды профессиональных футбольных клубов Казахстана. Официальное название по регламенту с сезона 2023 года — «Freedom QJ League». Один из вариантов расшифровки название — Qazaqstan Junior League.",ru,
"И толқу, против всего устраивают беспорядки. Лишь бы учинить разгром, а потом требуют компенсации",ru,
"Постоянно  что- нибудь выкинет..Уже зрелый мужчина,а воспитание страдает.Бери пример с Димаша Кудайбергенова ,Әли Окапова  и др.звезд эстрады!",ru,
"Судя по цвету галстука президента Қырғызстана, настрой у него амбициозный.",ru,
"Зря вы так! Люди любят активңый отдых. А кто знал что так получится. Вот выйдешь даже в магазин, и тебе на голову может упасть, все что угодно, карниз, бутылка, или просто тапок. Только один АЛЛАХ знает..",ru,
"Что  дипломат  /  он   думаете  такой  умный  /  по  блату  /  по  звонку  устроился  боже  мой  /  жену  кто  бьёт  /  чел.  небольшого   ума  /  нет  чести  /  нет совести  /  развестись  /  теперь  врет  :  она  ему  изменяла  /  надо  было  бежать   босиком   и  пешком  !!!  Ничего   не  надо  от  него  ,  потому  что  ,  когда  будет  старым  -  больным   старикашкой   :  он  будет  ходить  к  детям  ,  просить  помощь   ,  чтобы  его   содержали  и  лечили   и  т.д.  Поэтому   аулақ  жүр  от  него  за    100  км  !",ru,
и это еще не шілде,ru,
"Всё равно клуб ""қайрат"" лучший 😄",ru,
"А тут у тихих, забитых уральских қарапай людей эти зачуханские дачи вернее участки забирают - кому они нужны будут, их очередникам не выдашь, никак не используешь...",ru,
Вот такие мероприятия необходимыһ для достижения глобальных целей и сохранению природных ресурсов,ru,
"Классно что теперь у нас есть ""Қазақстан Ғарыш Сапары""",ru,
"Нам нужно посторить железнодорожный хаб, и соединить Азиатские экономики. Для этого нужно подвязать Афганистан, это ключевой узел. Выхода к океану у нас нет, взамен мы можем посторить самый большой в мире сухопутный торговый маршрут. Азия + далее на запад к портам Құрық - Баку и дальше в Турцию и Европу. Проще говоря, можно сесть на такой перекрёсток и качать девиденды. Конечно главный будет Китай, но нам даже копейки из этого будут для нас огромными деньгами.",ru,
"Не стал писать комент к предыдущей статье, но здесь не удержался). У нас в Ақтау питьевой воды не хватает половине города, сейчас решили по графику подавать. Автомойки попросили не работать. Надеемся с пляжем получится лучше...",ru,
"Мне кажется, что поощрение участников акции ""Таза бейсенбі"" через различные формы признания и наград может стимулировать больше людей присоединиться к уборке территории",ru,
Мәссаған. Все отлично :((,ru,
Амина и Әмина значение разве не одно?,ru,
"Какие попрошайки?! Они в пустыне смогли вырастить столько еды, что аж овощи в Маңғыстау поставляли! По всему СНГ и миру знают, что там одна из лучших систем здравохранения. Израиль был единственной страной на Ближнем Востоке, которая давала гражданство и возможность для избрания своих представителей палестинцам, в то время как Египет и Иордания закрыли свои двери",ru,
"Имя первого обладателя звания «Халық Қаһарманы», первого министра обороны независимого Казахстана, первого генерала армии Сагадата Нурмагамбетова навечно вписано в историю нашей страны.",ru,
"У Узбекистан решили вопрос под 0, у Нәс растёт с каждым годом.",ru,
"Что правда то правда.Я насчет материнского инстинкт, и лучшего күска.",ru,
Автору надо правильно текст написать: …. в одном из районов области Жетісу,ru,
"Действительно какие уникальные места имеется в Қазахстане , но дороги и обслуживание хромает очень и очень !",ru,
"Там Бишімбаев убил одного и ему дали 24 года, а тут 14 человек сгорел и им дал по 7 лет. Что то я не понимаю?",ru,
Вся хвала Аллаһу Господу Миров за подаренную победу нашим народам в борьбе против немецко-фашистких захватчиков!,ru,
"Надеюсь, что спасатели и пожарные быстро справятся с пожаром и всеһ будут в безопасности",ru,
Ақкөл же у нас уже есть,ru,
"Надо 150 теңге сделать проезд, нормальная цена за проезд",ru,
"Весь Өскенен так разъезжал, для меня было странно. В одной стране живём, правила разные",ru,
"Кампания ""Таза Қазақстан"" звучит как хорошая идея, ведь чистая природа это наше общее дело",ru,
"Біз біргеміз! Чужой беды не бывает, особенно учитывая, что с мобильными приложениями очень сложно. А проект «Құқықтық көмек» помогает пенсионерам, им тоже необходимо оформлять компенсацию",ru,
"Всех слышу, а где наш министр МЧС Шығыс, его невидно не слышно, он сейчас должен как юла, везде ездить крутится .",ru,
Бауржан Момышұлы  должен быть на первом месте,ru,
"Бойцы должны родину учиться качественно защищать, а не последствия коррупции искоренять! Ұятай, бетім-ай! New KZ😥",ru,
"Это нормально, я с со своей зарплатой  в 000т тоже выслал в общим  сложности 250т, в фонд Қазақстан халқына, копил на баню, но посчитал что это подождёт. .Главное что бы наши земляки почувствовали что мы один за всех и все за одного. Всем мира и благополучия.  Димаш, 🤝👍",ru,
"Нет воды уже третьи сүтки, никакой и не было",ru,
Потому что у них щабрвли земли  и в евркйсіих колониях работали арабы за низкую оплатк фактическое узоконенное рабство,ru,
При режимі ЧС особый порядок траты бюджета,ru,
"Это ""Бес қонақ"" с 8 по 18 каждый год идут дожди, так что не надо удивляться.",ru,
"Да, жители Қулсары так и говорят! Много раз предупреждали акима, но он заверял что все будет нормально. Надо привлечь к ответственности его!",ru,
"У нас в КЗ две новости, это бишимбаев и паводки, кто победит, может хватит про бишимбаева, надоел он, есть у нас приятные новости, плиз, вон цветы расцвели и тд, весна же, радоваться надо, что живыми из зимы вышли, корисиндер, наурыз көже жизнь на бишимбаева не держится, все негатив, не дай бог потерять кого то, а потом на всю страну говорить как, что и почему, пожалейте СМИ родителей, убил посадите, зачем перед родителями всю эту грязь показываете, ертең бастарына келмесин🙏🙏🙏",ru,
"Міне кажется в Қазахстане у корупционеров есть свой -  ясли сад, школа и высшые уч.заведений где их "" вращивает, обучают""",ru,
Министры с жепутатами  своих детей в Қазақстане не обучают,ru,
"Тәте, см цифры импорт /экспорт, потом пишите свое мнение. Узбекиста импортирует муку из нашего и российского зерна",ru,
"И зачем в Корее высокоскоростные поезда, за 3 дня на машине обьедишь всю Корею. У нас за то на поезде с Жезказгана до Қарағанды на поезде 17часов едишь.",ru,
"Пусть едет в Арқалық, Ақтөбе и ЗКО, вот где чс и бедствия",ru,
Мы в Венеции сказал один млрд—ров...  Нет это Қазақстан детка,ru,
"Она же не чиновник, а зам.аким чиновник и оһоһо маленьком белом доме работает, и просто так не вымогает",ru,
Поқи на них,ru,
"Если выступает за нас, то фамилию нужно поменять на  Көтенко или Бөксенов 😁",ru,
Что за нагрузка? Целыми сутками не можете очистить полосу или это очередной фейк? Возможно борты обслуживают делегатов и министров Курылтай в Атырау и нам по ушам лапшу вешают. Либо аэропорт Алматы настолько бедный что не могут оперативно обслуживать. Тәртіп жоқ!,ru,
Был в Китае. Рубль не принимают. Теңге  в зачете. Как то так!!!,ru,
"Внешнее сходство ни о чем не говорит. Зато у Г. Калиева было сердце другое, извилины коры головного мозга работали правильно. Также у него были: другой внутренний мир, честь, совесть, ответственность перед окружающими, мера во всем. Он был совсем не похож на того, о ком Вы все подумали. Алда алдынан жарылқасын, имннын жолдас қылсын!",ru,
Просто так мухи даже не е...ся если что. Вы где жанның свои указали и вот оттуда и слита. Зачем ваши данные просто так кому - то.,ru,
"ЕӨтініш работает. Все свои претензии к офлицам я отправлял оттуда и решались вопросы. Здесь вопрос в другом, кто и как будет отвечать за утечку",ru,
Лучше бы разрешили девочкам носить ақ жаулық в школах!,ru,
"А можно из алматинскоо бюджета құрмет высылать в пригороды, чтобы они не возвращались?",ru,
"Кто пост держит, вечером может испровавать наурыз көже",ru,
Мы учили құқық и в один момен наченает трести землю и мы так выбыжили даже сумка куртка осталос в школе,ru,
"А вообще все эти их движения в США, вся их политика и есть самый настоящий - қоқыс.",ru,
Птичка это құс. Но откуда вы вообще взяли про птичку? Кто вам про птицу писал то?,ru,
Что такое күсім? О чем вы пишете вообще? Я надеюсь что вы получив знания будете понимать что вам говорят😄,ru,
"Вся экономика, политика, да и вся жизнь общества ориентирована на инфляцию. Инфляция, к большому сожалению, стала национальнной идеологией, құрыметті ағайын. Инфляция с безработицей стали нашим достижением за годы обретения независимости.",ru,
Кызылорда Кызылорда 🙄🙄🙄 Ақтөбе❗️❗️❗️ Вот где надо строить дорогу в первую очередь❗️❗️❗️,ru,
"Всю жизнь во всем мире родители оставляли детей дома одних  и уходили на работу .  Мәлики были не кезде, а бабушки сиделки всем не по карману   .",ru,
"Польза для простого народа?Или?Какое помошь для людей которые были обмануты мошейниками?Два года я мучаюсь ,кто поможет тғм людям кто были обмануты мошейниками",ru,
"Зачем кучу одинаковых названий давать? Есть много всего что называется, например, Жібек жолы.",ru,
"Ненадо скромничать и бояться, надо все вещи говорить своими именами. Для Қазақстана потеряна эпоха, возраст двух поколении.",ru,
"Точно так же было в Ақтөбе недавно, что то не понятное происходить в стране 🙄",ru,
"Это что, какое то задуманное энергетиками страны диверсия 😱 недавно в Ақтөбе точно такой же случай был со светом и водой 🙄",ru,
У нас так любят свой народ как говорится бей своих чтоб чужие боялись надо же догадаться сделать две цены своим дороже а чужим дешевле  БІЛГІШТЕР,ru,
Если честно Токаев Қасым Жомарт Кемел ұлы старается возможно наши дети увидят лучше чем 30 лет ожидали,ru,
Не жұмыстарын бар?! Что тем других не осталось для обсуждения?,ru,
Система закупок КТЖ самая отстойная. По полгодп ңичего купить не можем,ru,
В Қазақстане необходимо развивать отдельные сети водоснабжения. Это питьевое водоснабжение и вода для бытовых и технических нужд.,ru,
Джо Пришел в гости в Түнгі студия))),ru,
"Вам не кажется, Еболат аға, что не удерживает ситуацию. Надо дать оценку самому себе... Не помешало бы",ru,
"Дуйсенова - главный враг социально уязвимых слоев населения, очень важная, даже не хочет разговаривать с людьми, для которых она призвана по должности служить, за целый год она никого не приняла, даже по регламенту, а когда ее жаренный петух клюнул, она өтрік-өтрік, тяп-ляп, якобы приняла граждан…, нет доверия, тем кто против народа, и Соцкодекс инициатором которого была она тоже провальный, потому что антиконституционный, особенно 205 ствтья!!!",ru,
"Ничего не выйдет с реформами пока на местах такие акимы как Султангазиев в Аоматинской области и Куматаев в городе Қонаев. Поэтому очень жаль нашего Президента. Идеи хорошие, но исполнения нет.",ru,
"Надо говорить Все мы от Аллаһа и к нему наше возвращение ,все когда умрём нельзя так",ru,
"надо бы давно, а то наши соседи Қырғызстан, Узбекистан, Туркменистан дорогу строить между собой и дальше в Баку",ru,
Говорят тот мұжық стал акушером-гинекологом после приема рода жены..,ru,
"Там в статье было написано свыше 9000 детей, и теперь представьте, они все уже позарастали, и если массово будут судиться с Казахстаном, что их не по своей воле продали зарубеж, оңбаймыз.",ru,
"Я смотрела подкаст с Қымбат Досжан. То что следят и есть контроль, помогают, это направда. На примере Эди-Жәнібека Савельева. Далеко ходить не надо.",ru,
"Знаю много мужчин, где именно жены оттяпов имущество живут припеваючи, а мужчины на улице на трёх работах, только на долги работают. И у них нет просвета. И это в основном трудяги, қарапайым ер кісілер.",ru,
"Вспомнила свое детство. Когда болела и лежала в больнице, а Папа (марқұм), с командировки привез мне красный апорт, сочный. Я почему-то сразу вспомнила этот момент. Вкус даже.😥😥😥",ru,
"Раньше кое кому и нөкерлеріне ұнамаған,поэтому  так и ногами,руками противостояли,слава Богу данный момент он выше тех кто противостоял и будущем его возвысит на рудный уровень!",ru,
"Не путайте одно с другим пожалуйста 🌷 Хиджаб как сейчас называют - это тот же платок, тот же кимешек, который одевали наши апашки и поколение до этих времён, просто название другое... Вы представляете как бы неудобно было воевать нашим Героям женщинам в платье и платке!? Это военная форма. И я уверенна что в то время наше поколение не осуждало бы так, как Вы. Тогда было больше знаний Ислама, который Аллаға Шүкір, возвращается к нам! 💐",ru,
"За 30 лет независимости сумма инвестиции в Казахстан составили более 300 млрд. USD. За это время в офшоры незаконно вывезли более 500 млрд. DSD. Цены на продукты питания и на все товары и услуги дорожают по месячно и без перерыва. Когда этому беспределу будет положен конец? Кто из граждан РК осмелится или у кого наконец проснется СОВЕСТЬ, чтобы положить конец грабежу, дележу, и хамству в Казахстане? Қазақтар!, біз қашан ЕЛ боламыз?",ru,
"Санитарным службам Казахстана хорошо известно, что на рынках больших городов реализуется мясо, завозимое с села Қарабұлақ, что недалеко от г. Шымкент. Все население Юга и СЭС хорошо уведомлены о том, что в этом селе скотину откармливают запрещенным во всем мире препаратом «Кленбутерол». Помните мясо, которым питался Сауль (Канело) Альварес? Так вопрос СЭС, можно ли употреблять в пищу такое мясо?",ru,
"Қазақта мақал бар “Ит жегенше, бөрі жесін”. Необходимо принять срочные меры, направленные на поддержку отечественного производителя. Отечественные товары и продукты экологический надежны, чем те, которые завозятся из вне. Импорт - это классическая лазейка для отмывания денег. Необходимо перестать быть посмешищем для всего мира. Скоро недры опустошаться, на что тогда будем закупать импорт?",ru,
Мя саған..это ли Казаһстан..то детей отец убивает..то родственицы жены..то жену. Что с людьми..твари,ru,
"Я казашка,  атым Қарлығаш. Все семь предков жили в Казахстане. И уезжать не собираюсь. А вы так и не ответили откуда вы. Вам бы выдохнуть везде Украину видите.",ru,
"Президент!, обратите внимание на Талдықорған, что там происходит",ru,
Покажи мне в пдд этот знак?  И какой закон приняли? Тока а инсте пишут чұш всякую а люди ведутся как бараны.,ru,
"На туризме много не заработаешь. Это очевидный факт, т.к. у нас нет соответствующей инфраструктуры. Развивать туризм - это десятое дело. Для начала надо положить конец грабежу и воровству путем ужесточения ответственности. Также для начала необходимо остановить инфляцию путем выпуска собственных товаров. Ведь не секрет, что на импорт носков, трусов и прокладок  тратятся огромные средства в инвалюте, что не успели вывезти члены семьи за рубеж. Создавать новые рабочие места в сфере переработки сырья, включая сельхоз продукцию. Реанимировать старые предприятия и отрасли, которые были умышленно уничтожены бывшей властью. За время независимости сумма инвестиции в страну составили 300 миллиардов, а вывезли путем воровства 500 миллиардов USD. Необходимо вернуть в страну сворованные средства, а воров посадить - это в третих. Только после этих мероприятии можно браться за туризм в Казахстане. Но самое главное - это смена существующей воровской системы. Всецело убежден, что самой главной политикой государства - это КАЖДОДНЕВНЫЙ ХЛЕБ на столе простого гражданина РК. Солай ағайын.",ru,
"Темірхан, знаете почему жители не полагаются на наши банки? Нет гарантий что банк не обанкротится как было со многими нашими банками, кроме банков Назарбая вроде Халық. Так это уже его собственность.",ru,
"Не нужно никаких АЭС! Подвергать свой народ, прошедший Семипалатинский полигон, повторным опасностям? В Казахстане столько ветра, солнца и воды, что можно обеспечить элэнергией не только Қазақстан! И стоить это будет дешевле! И никакой опасности! И НИКАКОЙ ЗАВИСИМОСТИ ОТ СТРАН, СТОЯЩИХ АЭС И ПОТОМ ПЛАНИРУЮЩИХ ИХ ЭКСПЛУАТАЦИИ ""ИЗ ЗА НЕХВАТКИ В КЗ КВАЛИФИЦИРОВАННЫХ КАДРОВ! СТРОИМ ВЕЗДЕ НА ЭТИ ДЕНЬГИ ИЛИ ДЕНЬГИ ИНВЕСТОРОВ БЕЗОПАСНЫЕ ИСТОЧНИКИ ВОЗОБНОВЛЯЕМОЙ ЭНЕРГИИ И НЕ ПОДВЕРГАЕМ СВОЙ НАРОД И БУДУЩИЕ ПОКОЛЕНИЯ РАДИОАКТИВНОЙ ОПАСНОСТИ!",ru,
"Пусть отдыхает , кто кто он лично заслужил ! Даже если ещё раз проиграет ничего страшного ! Генағой - Родной !",ru,
"Последние лет 7-8 слежу и болею за сборную Казахстана,наконец команда стала показьівать красивьій футбол и обьігрьівать сильнейшие командьі Европьі,желаю Казахам вьіходить на все ЧЕ и ЧМ ,,,, мира Вам ,и Счастья ! Привет из Украиньі",ru,
"Дадут по максимуму. 120 ст. ч. 4 ҮК РК. Какой срок предусмотрен, можете посмотреть сами. Рад был полезен.",ru,
"По ходу водила инвалид, но без знака на мәшине!",ru,
За все годы повышения тарифоф не реконструкции не чего нового все в Карман потом забирайте за 1 теңге,ru,
"Слава Богу, потому что проблем по ж/д пассажирским  перевозкам за последние 2-2,5 года нельзя сравнить с проблемами 3-х летней давности, потому что положительных результатов очень много. Но, как нам известно, в настоящее в Жамбылской области имеется ж/д маршрут от станции Турксиб до станции Шу. Меня беспокоит вот этот единственный вопрос: «Чтобы соединит эти две среды, почему бы не построить ж/д от станции Мерке до села Тәтті (всего 40 км)? Зачем жителям, туристам и гостям Меркенского района выйдя с поезда со станций Турксиб или Шу снова необходимо сесть на такси, чтобы добраться до районного центра Мерке или обратно (от 30 до 100 км)?»",ru,
"Сауоанбаеву надо доверить Самрук-Қазына, чтобы он привел в соответствие то, что осталось в остатке. Возможно он соскребет по сусекам крохи для отправки в офшоры.",ru,
"Зочешь еще посмеяться,санкционный Иран куда продвинутый в технологиях собственного производства,чем наш суперпрогрессивный Қазақстан. Хотя мы все рекомендации вашингтонского обкома выполняем неукоснительно и в срок",ru,
"Бағдат Мусин молодец, работает во благо. Верим в него✊",ru,
"Интересно. В случае победы респов,что будет с фмнансированием американских нпо и нко в Қазақстане?",ru,
В Сарыағаше цены за год три раза подняли от 19 до 24(31₸) теперь еще поднять 😭,ru,
"А где авторское право нашей страны на күй Құрманғазы... Этож достояние народа...  Че всякий, за исключением Қазақов может использовать наше достояние?",ru,
Недавно он рассказал о наших олигархах много интересного!Вот и обратка!И кто верит в наше правосудие?!В Жаңа Қазақстан?!,ru,
После драки кулаками не машут... Ұтылғанның сөзі қурысын! )),ru,
"на халық падает, потом на каспи, потом кредиты) остальные 10-20 тыс не охота снимать",ru,
"Ага, круто, тоже мне, прошлогодние участники Х фактора там. Думали хорошие солисты будут, қайдағы как будто повтор хфактора смотрели. Так что Х фактор это есть х фактор. Своего сына отправлю на следующем году Классная программа, особенно Арнур ведущий такой хороший.👍👍👍",ru,
"Глюпый ,казахи и без тебя сами знают как себя назвать. К примеру есть в Алматинской области озеро ,которое казаки записали как Иссык ,но на самом деле это слово ничего не значит. А вот слово ""Есік"" означает ""дверь"". Так же и ""казак"" это целое понятие ,раньше означало скорее образ и уклад кочевой жизни ,оттуда и казачество взяло свои традиции -воевать проще было ,ведя кочевой образ быта. Вообще в наименовании ""Казах"" буква ""х"" скорее от нехватки в русском языке сонорного согласного звука ""қ"" ,а ещё не сразу разобрались кто тут киргизы и ранее называли казахов кыргыз-кайсаками. Тут конкретные факты ,а в ассоциациях своих будь осторожней ,люди не так поймут.",ru,
"Техногенные катастрофы неизбежны, если на постоянной основе не проводить модернизацию технологии. Выкачивание денег из производства без модернизаций за последние 30 лет, это преступление, направленное на развал промышленности государства. Где фосфорный и шинный заводы в г. Шымкент? Где предприятия тяжелой индустрии Севера, Запада, Востока Қазақстана? Кто ответит за эти преступления против государственности? Где деньги от продажи сырья? Где деньги вложенные иностранными инвесторами? Где? Где? Где?",ru,
"Надо дальше и больше финансировать велокоманду Астана, только тогда Қазақстан будет впереди планеты всей.",ru,
"Все, что раскрывают перед общественностью не что иное, как увод общественного мнения от глобальных вопросов. Нам рассказывают о незначительных, по меркам страны, нарушениях. Глобально - это: где деньги за 30 лет от продажи нефти, газа, черного металла, цветных металлов, редкоземельных металлов, урана и т.д. Кому  отдали земли Қазақстана, когда и сколько, причина. Почему народ в неведений?",ru,
"Просто если человек не был в такой ситуации то он не поймет какого это плохо лешится своего зароботка , а кто пишет всякую чепуху, бастарынан отпесін",ru,
"Так если на левом есть, а на правом нет, бөлінбеске қалай?😂",ru,
"Да этот минюст навел бы порядок в написании имен фамилии и отчеств в любой организации, избирательных бюллетенях и т.д.  А то куда ни пойдешь везде - ұлы, қызы, а на русском - ов, ев,вна, евна и т.д. Кроме как в Казахстане нигде нет такого маразма. Есть документ удостоверяющии личность где ясно написано как зовут гражданина и оно не должно меняться.",ru,
"Какие они молодцы, самые лучшие результаты показывают, Алға Казахстан 🇰🇿",ru,
Походу Народ от народа защищать будут!!! Сами ситуацию обостряют. И этот еще Әблязов  всех боломутит  !!!  Не подовайтесь  провокацие!!!,ru,
"А у кого ещё скважин, кроме Қайрата? Почему бы не представить? Вообще кто дал права народной добро забрать собственности . Сколько чел.ещё не сдал ?",ru,
"Қайреке, не мог бы мне тоже скинуть скажем 3 ляма , чтобы выровнять мои финансовые положения в обществе. А то что не день ярды😁",ru,
"У меня сын учил в школе казахский. В первом классе капуста была қырыққабат. А через год другая учительница снизила оценку за такой перевод. Оказывается капуста стала орамжапырақ. Я нашла тетрадь словарную ребенка, проверила. Аттестацию такие учителя получают за деньги. Никого этим не удивишь.",ru,
"В целом молодцы. Хотя как я понял кто-то сверху надавил на них. Компания приносит доход, позиции Казахтелекома укрепляются. Руководство показало, что они крутые бизнесмены. Мұқтаж жанға бұйырсын 😅",ru,
