text,language,label,label_source,seed_id,batch,qc_flags
"Бірдеңе уәделеп, басқасын берді. Персонал раздражённый, вопросы раздражают их. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Баға қымбат, сапасы төмен. Очередь не двигается, время зря потратили. Счёт вышел около 2258 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Қызмет көрсету нашар, тапсырысты шатастырды. Официант грубый, заказ перепутали два раза. Тапсырыс 22 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грубый тон, как будто одолжение делают. Шебер кешікті, жұмысты нашар істеді. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Обещали одно, по факту совсем другое. Телефонға жауап жоқ, жауапкершілік жоқ. Атырау қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ждали полтора часа без объяснений. Шебер кешікті, жұмысты нашар істеді. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Шамамен 50 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Үн-тоны қатал, қиындықпен қызмет көрсетті. Санитарные нормы не соблюдают, противно. Цену в конце накрутили, обман чувствуется. Счёт вышел около 3080 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Персонал раздражённый, вопросы раздражают их. Условия неудобные, больше не вернусь. Телефонға жауап жоқ, жауапкершілік жоқ. Заказ оформили около 67 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грязно и шумно, комфорт нулевой. Кезек қозғалмайды, уақыт кетті босқа. Баға қымбат, сапасы төмен. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Еда холодная, ждали больше сорока минут. Санитария под вопросом, стол липкий был. Тамақ суық келді, күту уақыты ұзақ болды. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Никто не отвечает на звонки, безответственность. Кір және шу көп, ыңғайсыз болды. В Алматы заходили в пятницу.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Мастер опоздал, работу сделал кое-как. Сапасы нашар, қайта істетуге тура келді. Тапсырыс 51 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Соңында бағаны қымбаттатты, алдандық сияқты. В Семей заходили в четверг.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Организация хаос, никто ничего не знает. Кезек қозғалмайды, уақыт кетті босқа. Жай-күйі нашар, қайта келмеймін. Счёт вышел около 4724 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Сапасы нашар, қайта істетуге тура келді. Качество ужасное, переделывать пришлось. Заказ оформили около 41 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Қызмет көрсету нашар, тапсырысты шатастырды. Официант грубый, заказ перепутали два раза. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитария под вопросом, стол липкий был. Тазалыққа көңіл бөлмейді, үстел липкий еді. Қызмет көрсету нашар, тапсырысты шатастырды. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Сапасы нашар, қайта істетуге тура келді. Мастер опоздал, работу сделал кое-как. Петропавл қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Персонал раздражённый, вопросы раздражают их. Қызметкерлер ашулы, сұраққа жауап жоқ. Условия неудобные, больше не вернусь. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Бір сағаттан астам күттік, түсіндірмеді ешкім. На ресепшене хамили, вопросы игнорировали. Санитарные нормы не соблюдают, противно. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Вкус пресный, соуса почти не положили. Кассир дөрекі сөйледі, енді келмейміз. Мәзірдегі суретке ұқсамайды, разочарованмын. В Шымкент заходили в вторник.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Порция кішкентай, бағасы қымбат сияқты. На кассе нагрубили, больше не приду сюда. Счёт вышел около 6368 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитария под вопросом, стол липкий был. Кассир дөрекі сөйледі, енді келмейміз. Официант грубый, заказ перепутали два раза. Тапсырыс 12 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Очередь огромная, а персонал болтает в телефоне. Мәзірдегі суретке ұқсамайды, разочарованмын. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Официант грубый, заказ перепутали два раза. Тамақ суық келді, күту уақыты ұзақ болды. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Очередь огромная, а персонал болтает в телефоне. Порция кішкентай, бағасы қымбат сияқты. Шамамен 40 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Обещали одно, по факту совсем другое. Қызметкерлер ашулы, сұраққа жауап жоқ. Баға қымбат, сапасы төмен. Счёт вышел около 7190 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Шебер кешікті, жұмысты нашар істеді. Ждали полтора часа без объяснений. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Шебер кешікті, жұмысты нашар істеді. Грубый тон, как будто одолжение делают. Баға 8012 теңге шамасында болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грубый тон, как будто одолжение делают. Шебер кешікті, жұмысты нашар істеді. Үн-тоны қатал, қиындықпен қызмет көрсетті. Тапсырыс 41 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Гигиена нашар, жағымсыз болды бізге. Грубый тон, как будто одолжение делают. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кезек қозғалмайды, уақыт кетті босқа. Обещали одно, по факту совсем другое. Цены завышены при слабом качестве. В Ақтөбе заходили в субботу.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кезек ұзақ, персонал телефонмен айналысады. Санитария под вопросом, стол липкий был. Блюдо не соответствует меню, разочарован полностью. Ждали примерно 14 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Никто не отвечает на звонки, безответственность. Жай-күйі нашар, қайта келмеймін. Счёт вышел около 8834 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитария под вопросом, стол липкий был. Кезек ұзақ, персонал телефонмен айналысады. Заказ оформили около 31 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грязно и шумно, комфорт нулевой. Организация хаос, никто ничего не знает. Қызметкерлер ашулы, сұраққа жауап жоқ. Атырау қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Официант грубый, заказ перепутали два раза. Мәзірдегі суретке ұқсамайды, разочарованмын. Порция кішкентай, бағасы қымбат сияқты. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Еда холодная, ждали больше сорока минут. Кассир дөрекі сөйледі, енді келмейміз. Вкус пресный, соуса почти не положили. В Алматы заходили в четверг.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грубый тон, как будто одолжение делают. Цену в конце накрутили, обман чувствуется. Шебер кешікті, жұмысты нашар істеді. Счёт вышел около 1978 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Жай-күйі нашар, қайта келмеймін. Персонал раздражённый, вопросы раздражают их. Тапсырыс 57 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Жазылуды бұзды, ешкім хабарламады. Грубый тон, как будто одолжение делают. Бір сағаттан астам күттік, түсіндірмеді ешкім. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Порция кішкентай, бағасы қымбат сияқты. Очередь огромная, а персонал болтает в телефоне. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Жазылуды бұзды, ешкім хабарламады. На ресепшене хамили, вопросы игнорировали. Счёт вышел около 2800 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Качество ужасное, переделывать пришлось. Гигиена нашар, жағымсыз болды бізге. В Петропавл заходили в вторник.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кассир дөрекі сөйледі, енді келмейміз. Санитария под вопросом, стол липкий был. Шамамен 17 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Тамақ суық келді, күту уақыты ұзақ болды. Очередь огромная, а персонал болтает в телефоне. Баға 3622 теңге шамасында болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Очередь огромная, а персонал болтает в телефоне. Кассир дөрекі сөйледі, енді келмейміз. В Шымкент заходили в понедельник.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Очередь огромная, а персонал болтает в телефоне. Қызмет көрсету нашар, тапсырысты шатастырды. Ждали примерно 59 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грязно и шумно, комфорт нулевой. Телефонға жауап жоқ, жауапкершілік жоқ. Счёт вышел около 4444 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грязно и шумно, комфорт нулевой. Кезек қозғалмайды, уақыт кетті босқа. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Официант грубый, заказ перепутали два раза. Порция кішкентай, бағасы қымбат сияқты. Вкус пресный, соуса почти не положили. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Бір сағаттан астам күттік, түсіндірмеді ешкім. Ждали полтора часа без объяснений. Өскемен қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кассир дөрекі сөйледі, енді келмейміз. Дәмі жоқ, тұз да жетіспеді бізге. Очередь огромная, а персонал болтает в телефоне. Шамамен 46 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Блюдо не соответствует меню, разочарован полностью. Официант грубый, заказ перепутали два раза. Тазалыққа көңіл бөлмейді, үстел липкий еді. Тапсырыс 60 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитарные нормы не соблюдают, противно. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Грубый тон, как будто одолжение делают. Ждали примерно 33 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Счёт вышел около 6088 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ждали полтора часа без объяснений. Соңында бағаны қымбаттатты, алдандық сияқты. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Очередь огромная, а персонал болтает в телефоне. Кезек ұзақ, персонал телефонмен айналысады. Порции крошечные, цена не оправдана совсем. Ақтөбе қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Официант грубый, заказ перепутали два раза. Кезек ұзақ, персонал телефонмен айналысады. Тамақ суық келді, күту уақыты ұзақ болды. Шамамен 20 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Жазылуды бұзды, ешкім хабарламады. Санитарные нормы не соблюдают, противно. Счёт вышел около 6910 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитарные нормы не соблюдают, противно. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. На ресепшене хамили, вопросы игнорировали. Заказ оформили около 37 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Дәмі жоқ, тұз да жетіспеді бізге. Қызмет көрсету нашар, тапсырысты шатастырды. Очередь огромная, а персонал болтает в телефоне. В Атырау заходили в четверг.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грубый тон, как будто одолжение делают. Соңында бағаны қымбаттатты, алдандық сияқты. Шамамен 62 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Баға қымбат, сапасы төмен. Цены завышены при слабом качестве. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Қызмет көрсету нашар, тапсырысты шатастырды. Порции крошечные, цена не оправдана совсем. Очередь огромная, а персонал болтает в телефоне. В Алматы заходили в среду.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Қызмет көрсету нашар, тапсырысты шатастырды. Официант грубый, заказ перепутали два раза. Ждали примерно 49 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Сапасы нашар, қайта істетуге тура келді. Мастер опоздал, работу сделал кое-как. Жазылуды бұзды, ешкім хабарламады. Счёт вышел около 8554 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Санитария под вопросом, стол липкий был. На кассе нагрубили, больше не приду сюда. Қызмет көрсету нашар, тапсырысты шатастырды. Заказ оформили около 66 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ұйымдастыру нашар, ешкім білмейді. Цены завышены при слабом качестве. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мәзірдегі суретке ұқсамайды, разочарованмын. Официант грубый, заказ перепутали два раза. Семей қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кезек ұзақ, персонал телефонмен айналысады. Официант грубый, заказ перепутали два раза. На кассе нагрубили, больше не приду сюда. Шамамен 36 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. Шебер кешікті, жұмысты нашар істеді. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Баға 9376 теңге шамасында болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Тапсырыс 50 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Цены завышены при слабом качестве. Жай-күйі нашар, қайта келмеймін. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Бір сағаттан астам күттік, түсіндірмеді ешкім. Цену в конце накрутили, обман чувствуется. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Блюдо не соответствует меню, разочарован полностью. Қызмет көрсету нашар, тапсырысты шатастырды. Мәзірдегі суретке ұқсамайды, разочарованмын. В Петропавл заходили в понедельник.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Условия неудобные, больше не вернусь. Жай-күйі нашар, қайта келмеймін. Обещали одно, по факту совсем другое. Счёт вышел около 1698 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ждали полтора часа без объяснений. Шебер кешікті, жұмысты нашар істеді. На ресепшене хамили, вопросы игнорировали. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Порция кішкентай, бағасы қымбат сияқты. Официант грубый, заказ перепутали два раза. Тазалыққа көңіл бөлмейді, үстел липкий еді. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Гигиена нашар, жағымсыз болды бізге. Ждали полтора часа без объяснений. Шамамен 65 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кір және шу көп, ыңғайсыз болды. Грязно и шумно, комфорт нулевой. Счёт вышел около 2520 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Организация хаос, никто ничего не знает. Цены завышены при слабом качестве. Кір және шу көп, ыңғайсыз болды. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. Шебер кешікті, жұмысты нашар істеді. В Өскемен заходили в субботу.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Блюдо не соответствует меню, разочарован полностью. Қызмет көрсету нашар, тапсырысты шатастырды. Счёт вышел около 4164 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кезек қозғалмайды, уақыт кетті босқа. Грязно и шумно, комфорт нулевой. Заказ оформили около 56 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Гигиена нашар, жағымсыз болды бізге. Запись сорвали, никто не предупредил заранее. Цену в конце накрутили, обман чувствуется. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Мастер опоздал, работу сделал кое-как. На ресепшене хамили, вопросы игнорировали. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Ақтөбе қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Соңында бағаны қымбаттатты, алдандық сияқты. Грубый тон, как будто одолжение делают. Шамамен 26 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Порции крошечные, цена не оправдана совсем. Тазалыққа көңіл бөлмейді, үстел липкий еді. Санитария под вопросом, стол липкий был. Тапсырыс 40 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"На ресепшене хамили, вопросы игнорировали. Бір сағаттан астам күттік, түсіндірмеді ешкім. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Грубый тон, как будто одолжение делают. Сапасы нашар, қайта істетуге тура келді. Качество ужасное, переделывать пришлось. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Тазалыққа көңіл бөлмейді, үстел липкий еді. Очередь огромная, а персонал болтает в телефоне. В Атырау заходили в среду.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Еда холодная, ждали больше сорока минут. Тазалыққа көңіл бөлмейді, үстел липкий еді. Порция кішкентай, бағасы қымбат сияқты. Счёт вышел около 5808 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Ждали полтора часа без объяснений. Жазылуды бұзды, ешкім хабарламады. Запись сорвали, никто не предупредил заранее. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Кезек қозғалмайды, уақыт кетті босқа. Цены завышены при слабом качестве. Қызметкерлер ашулы, сұраққа жауап жоқ. Алматы қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"На кассе нагрубили, больше не приду сюда. Блюдо не соответствует меню, разочарован полностью. Кассир дөрекі сөйледі, енді келмейміз. Счёт вышел около 6630 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"На ресепшене хамили, вопросы игнорировали. Гигиена нашар, жағымсыз болды бізге. Заказ оформили около 17 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed,
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Цена приятная для такого качества. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Кезек 5 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 1367 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Ақтөбе были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Тазалық жақсы, орындар ыңғайлы екен. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 9 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Интерьер красивый, внутри очень чисто. Кезек қысқа болды, жылдам қызмет көрсетті. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 1723 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Өскемен были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Ыстық ыстығымен берді, ұнады. Кезек 4 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 2079 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Орал қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Цена приятная для такого качества. Дәмі күшті, тағы да келеміз. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Кезек 8 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Бағасы қолжетімді, көлемі жеткілікті. Счёт около 2435 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Алматы были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Кезек 3 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 2791 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. Қызметкерлер мейірімді, рахмет. В Ақтөбе были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Блюда подают быстро и всегда горячими. Отбасымен келдік, қуанышты кеттік. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Кезек 7 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Обслуживание вежливое, официант внимательный. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Счёт около 3147 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Аспаз керемет, ұсынамын достарыма. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Цена приятная для такого качества. Музыка чуть громковата была. Тамақ дәмді, ыстық келді бізге. Кезек 11 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 3503 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Повар молодец, подача аккуратная и горячая. Тамақ дәмді, ыстық келді бізге. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. В Петропавл были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Орал қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Атмосфера уютная, с детьми комфортно. В выходной народу многовато. Аспаз керемет, ұсынамын достарыма. Қайта келеміз, ұнады отбасыға. Кезек 6 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Интерьер красивый, внутри очень чисто. Парковка правда маленькая. Отбасымен келдік, қуанышты кеттік. Счёт около 3859 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Зашли с коллегами, всем понравилось. Музыка чуть громковата была. Бағасы қолжетімді, көлемі жеткілікті. В Алматы были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Блюда подают быстро и всегда горячими. Соуса могли бы положить побольше. Іші таза, орындар ыңғайлы екен. Астана қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Чисто на кухне, видно что следят за гигиеной. Столик у окна занят был долго. Тазалық жақсы, орындар ыңғайлы екен. Кезек 10 адамдай болды.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Обслуживание вежливое, официант внимательный. Іші таза, орындар ыңғайлы екен. Кофе могли подать теплее. Қайта келеміз, ұнады отбасыға. Қызмет жылдам, бағасы қолжетімді. Счёт около 4215 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Качество стабильное, каждый раз радует. Парковка правда маленькая. Қызметкерлер мейірімді, рахмет. Павлодар қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Меню разнообразное, вкус на высоте. Соуса могли бы положить побольше. Ыстық ыстығымен берді, ұнады. Счёт около 4571 тенге.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Повар молодец, подача аккуратная и горячая. Столик у окна занят был долго. Қызмет жылдам, бағасы қолжетімді. Іші таза, орындар ыңғайлы екен. В Өскемен были на прошлой неделе.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
"Счёт принесли быстро, без навязывания допов. Кофе могли подать теплее. Кезек қысқа болды, жылдам қызмет көрсетті. Көкшетау қаласында болдық біз.",mixed,positive,synthetic,split_dominant_v2,batch_02_split_dominant,
