text,language,label,text_norm
"В области Жетысу наблюдаю много много земель просто огорожено, да брең сараң мал қой жылқы жұр но это мизер по сравнению с миллионами голов в Советское Время!",mixed,,"в области жетысу наблюдаю много много земель просто огорожено, да брең сараң мал қой жылқы жұр но это мизер по сравнению с миллионами голов в советское время!"
"Хорошая новость, теңге күшейіп жатыр",mixed,,"хорошая новость, теңге күшейіп жатыр"
"Кұтты болсын !Тарих та калады ,Так держать ! Также  продолжить  во взрослых соревнованиях !!",mixed,,"кұтты болсын !тарих та калады ,так держать ! также продолжить во взрослых соревнованиях !"
Өзбек қыздары слабее. По юношам и мужикам да там өзбеки держат удар!,mixed,,өзбек қыздары слабее. по юношам и мужикам да там өзбеки держат удар!
"Тюрк әлемі — это не просто союз. Это жүрек со стуком на одну частоту. Казахстан, Узбекистан, Турция, Кыргызстан, Азербайджан, Венгрия — бір тамырдан шыққан, тек жолы әртүрлі болған халықтар. И вот теперь, при Токаеве, мы снова сидим за одним дастарханом. Это не просто история — это ұлы қайта өрлеу. Бабалар армандаған күн осы!",mixed,,"тюрк әлемі это не просто союз. это жүрек со стуком на одну частоту. казахстан, узбекистан, турция, кыргызстан, азербайджан, венгрия бір тамырдан шыққан, тек жолы әртүрлі болған халықтар. и вот теперь, при токаеве, мы снова сидим за одним дастарханом. это не просто история это ұлы қайта өрлеу. бабалар армандаған күн осы!"
"вот это крутая новость, у нас дома папа работает в производственной сфере — он сразу сказал: “осындай жүйе бұрыннан керек еді”",mixed,,"вот это крутая новость, у нас дома папа работает в производственной сфере он сразу сказал осындай жүйе бұрыннан керек еді"
"Отец говорит: ""Есеп берген – жауап береді"", и это правда. Хорошо, что Токаев держит на контроле. Инфляция, курс, резервы — всё важно, особенно когда каждый день на базаре цены смотришь☝️",mixed,,"отец говорит есеп берген жауап береді , и это правда. хорошо, что токаев держит на контроле. инфляция, курс, резервы всё важно, особенно когда каждый день на базаре цены смотришь"
"Жарайсындар, балалар! Рахмет сендерге, Қазақстаннын абыройын көтергендеріне! Я верю в нашу страну, когда есть такие умные, развивающиеся люди! Горжусь!!! 🔥🎊🫶🙏😘",mixed,,"жарайсындар, балалар! рахмет сендерге, қазақстаннын абыройын көтергендеріне! я верю в нашу страну, когда есть такие умные, развивающиеся люди! горжусь!"
Заслуженная награда.Куаныш Султанов много сделал для страны.Құтты болсын,mixed,,заслуженная награда.куаныш султанов много сделал для страны.құтты болсын
"После такого визита понимаешь, что спорт — часть нашей культуры и это важно. Токаевтің қатысуы халықты біріктіреді және жастарға үлгі болады. Вся страна гордится нашими атлетами, особенно в тяжелом весе. Пусть эти соревнования станут началом новых достижений",mixed,,"после такого визита понимаешь, что спорт часть нашей культуры и это важно. токаевтің қатысуы халықты біріктіреді және жастарға үлгі болады. вся страна гордится нашими атлетами, особенно в тяжелом весе. пусть эти соревнования станут началом новых достижений"
"он же не только поэт был, журналистику да көтерген ғой",mixed,,"он же не только поэт был, журналистику да көтерген ғой"
Жарайсыңдар батырлар 🇰🇿💪🏻 все было на высоте 👍,mixed,,жарайсыңдар батырлар все было на высоте
"Молодец что такие вещи не забывают. Ассамблея реально көп жыл болды, и видно что она жұмыс істеп жатыр",mixed,,"молодец что такие вещи не забывают. ассамблея реально көп жыл болды, и видно что она жұмыс істеп жатыр"
"Туыстарына қөніл айтамын, Иманды болсын. Что то в Жамбылской области часто погибают сотрудники",mixed,,"туыстарына қөніл айтамын, иманды болсын. что то в жамбылской области часто погибают сотрудники"
осындай кезде ощущается что работа правоохранителей реально бағаланады,mixed,,осындай кезде ощущается что работа правоохранителей реально бағаланады
"соцэконом развитие – это и дороги, и вода, и жұмыс, надеемся, будет польза",mixed,,"соцэконом развитие это и дороги, и вода, и жұмыс, надеемся, будет польза"
"Не зря говорят — ""алтын ерге емес, ер алтынға жарасар"", это про них!✊",mixed,,"не зря говорят алтын ерге емес, ер алтынға жарасар , это про них!"
Самое главное без потерь. Жарайсыңдар 👍,mixed,,самое главное без потерь. жарайсыңдар
"Көрші ақысы – тәңір ақысы деп бекерге айтпайды ғой, хорошая поговорка, и по делу сказано👍",mixed,,"көрші ақысы тәңір ақысы деп бекерге айтпайды ғой, хорошая поговорка, и по делу сказано"
"жақсы айтылған, на случай глобального давления всегда должен быть запасной план",mixed,,"жақсы айтылған, на случай глобального давления всегда должен быть запасной план"
"Хорошая новость. Пусть лучше во всех сферах идет сотрудничество со всеми странами. Бәрімен тек достық, серіктестік қарым қатынаста болайық",mixed,,"хорошая новость. пусть лучше во всех сферах идет сотрудничество со всеми странами. бәрімен тек достық, серіктестік қарым қатынаста болайық"
"Мы одни из немногих стран, которая имеет такие ресурсы, как редкие металлы. Осыны дұрыс пайдалану керек.",mixed,,"мы одни из немногих стран, которая имеет такие ресурсы, как редкие металлы. осыны дұрыс пайдалану керек."
"Бәсе, в Шымкенте сегодня прохладный ветерок",mixed,,"бәсе, в шымкенте сегодня прохладный ветерок"
"Астана сегодня прям қызыққа толы екен, бір жағынан Наурыз мейрамы, с другой стороны спорттағы жеңісіміз қуантады. Ал ауа райы, как всегда, на свой вкус — біресе қар, біресе күн шығып тұр!",mixed,,"астана сегодня прям қызыққа толы екен, бір жағынан наурыз мейрамы, с другой стороны спорттағы жеңісіміз қуантады. ал ауа райы, как всегда, на свой вкус біресе қар, біресе күн шығып тұр!"
"Наурыз – это праздник тепла, и такие поздравления делают его ещё добрее. Казахстан и Россия поддерживают стабильный диалог, и это важно. Көктемгі көңіл-күйді сезініп жатырмыз",mixed,,"наурыз это праздник тепла, и такие поздравления делают его ещё добрее. казахстан и россия поддерживают стабильный диалог, и это важно. көктемгі көңіл-күйді сезініп жатырмыз"
"Поздравил и Казахстан, и соседние страны — это про уважение и единство региона. Әр елге арнайы құттықтау жолдағаны қуантады 👍",mixed,,"поздравил и казахстан, и соседние страны это про уважение и единство региона. әр елге арнайы құттықтау жолдағаны қуантады"
"Теплые слова и хорошие пожелания всегда к месту, особенно в такой праздник как Наурыз. Стратегическое партнёрство между странами продолжается. Осындай дипломатиялық қадамдар керек",mixed,,"теплые слова и хорошие пожелания всегда к месту, особенно в такой праздник как наурыз. стратегическое партнёрство между странами продолжается. осындай дипломатиялық қадамдар керек"
"Программа «Ауыл құтқарушылары» – это хорошая инициатива, особенно для отдалённых населённых пунктов. Если ЧС-система модернизируется и в сёлах, значит, безопасность повышается на всех уровнях. Жақсы қадам 👏",mixed,,"программа ауыл құтқарушылары это хорошая инициатива, особенно для отдалённых населённых пунктов. если чс-система модернизируется и в сёлах, значит, безопасность повышается на всех уровнях. жақсы қадам"
"Хороший визит, такие встречи всегда двигают сотрудничество вперёд. Казахстан и США работают в разных сферах, и каждая из них важна. Жақсы келіссөздер, жаңа мүмкіндіктер ашылады деп ойлаймыз",mixed,,"хороший визит, такие встречи всегда двигают сотрудничество вперёд. казахстан и сша работают в разных сферах, и каждая из них важна. жақсы келіссөздер, жаңа мүмкіндіктер ашылады деп ойлаймыз"
"Такие встречи всегда важны, потому что на них закладываются новые инициативы. Казахстан и США взаимодействуют по многим направлениям, и этот диалог только усиливается. Жақсы нәтиже болады деп ойлаймыз",mixed,,"такие встречи всегда важны, потому что на них закладываются новые инициативы. казахстан и сша взаимодействуют по многим направлениям, и этот диалог только усиливается. жақсы нәтиже болады деп ойлаймыз"
"АНК – это про диалог и единство, и это правильно. Главное, чтобы это не было просто очередным собранием, а реально приносило пользу. Жақсы ұсыныстар күтеміз 👏",mixed,,"анк это про диалог и единство, и это правильно. главное, чтобы это не было просто очередным собранием, а реально приносило пользу. жақсы ұсыныстар күтеміз"
"0,5% – это не рекордный рост, но в нестабильных условиях даже такой результат уже неплохо. Казахстан всё ещё привлекателен для инвесторов, и это главное. Жаңа жобалар көбейсе, одан да жақсы нәтиже болады",mixed,,"0,5 это не рекордный рост, но в нестабильных условиях даже такой результат уже неплохо. казахстан всё ещё привлекателен для инвесторов, и это главное. жаңа жобалар көбейсе, одан да жақсы нәтиже болады"
"Капвложения – это долгосрочная вещь, и оценивать их эффективность нужно через несколько лет. Главное, чтобы эти деньги реально работали, а не просто проходили по отчётам. Егер инвестициялар дұрыс салынса, экономика күшейеді",mixed,,"капвложения это долгосрочная вещь, и оценивать их эффективность нужно через несколько лет. главное, чтобы эти деньги реально работали, а не просто проходили по отчётам. егер инвестициялар дұрыс салынса, экономика күшейеді"
"1,86 трлн тг – сумма внушительная, но вопрос в том, куда конкретно эти деньги направляются. Если в инфраструктуру, промышленность и IT – это круто. Егер тек бір реттік жобаларға кетсе, онда ұзақ мерзімді пайда аз болады",mixed,,"1,86 трлн тг сумма внушительная, но вопрос в том, куда конкретно эти деньги направляются. если в инфраструктуру, промышленность и it это круто. егер тек бір реттік жобаларға кетсе, онда ұзақ мерзімді пайда аз болады"
"Инвестиции – это всегда показатель доверия к экономике. Рост небольшой, но главное, что он есть. Егер тұрақты түрде өсіп отырса, болашақта нәтижесін көреміз",mixed,,"инвестиции это всегда показатель доверия к экономике. рост небольшой, но главное, что он есть. егер тұрақты түрде өсіп отырса, болашақта нәтижесін көреміз"
"Барлығымен осындай келісімге келіп алу керек, шетелде қашып жүргендерді ұстауға хорошая возможность.",mixed,,"барлығымен осындай келісімге келіп алу керек, шетелде қашып жүргендерді ұстауға хорошая возможность."
"Локальные производители получают всё больше поддержки, офтейк-сделки выросли в 10 раз – это круто. Қазақстандық компанияларды қолдау арқылы ішкі нарықты күшейтуге болады. Бізге өз өндірісімізді дамыту керек, сонда экономика да мықты болады 👍",mixed,,"локальные производители получают всё больше поддержки, офтейк-сделки выросли в 10 раз это круто. қазақстандық компанияларды қолдау арқылы ішкі нарықты күшейтуге болады. бізге өз өндірісімізді дамыту керек, сонда экономика да мықты болады"
"7 крупных проектов в 2025 году – это амбициозно, но если всё реализуют по плану, будет большой рывок. Жолдардың дамуы, контейнерлік хаб – бәрі маңызды бағыттар. Қазірдің өзінде инфрақұрылымға салынған инвестицияның әсері байқалып жатыр",mixed,,"7 крупных проектов в 2025 году это амбициозно, но если всё реализуют по плану, будет большой рывок. жолдардың дамуы, контейнерлік хаб бәрі маңызды бағыттар. қазірдің өзінде инфрақұрылымға салынған инвестицияның әсері байқалып жатыр"
"Обновление маслихатов через прямые выборы – это вообще топ, значит там реально будут те, кого выбрали жители. Бәрі де халық үшін жақсы болады деп сенемін👏",mixed,,"обновление маслихатов через прямые выборы это вообще топ, значит там реально будут те, кого выбрали жители. бәрі де халық үшін жақсы болады деп сенемін"
Амал күні – тёплый праздник про уважение и единство!,mixed,,амал күні тёплый праздник про уважение и единство!
"Это важный день для нас, для всего народа! На Амал күні чувствуешь поддержку и любовь близких.",mixed,,"это важный день для нас, для всего народа! на амал күні чувствуешь поддержку и любовь близких."
"О, Амал күні — это настоящий праздник для души! Вспоминаю, как раньше у нас в ауле все собирались. Круто, что эта традиция возвращается!",mixed,,"о, амал күні это настоящий праздник для души! вспоминаю, как раньше у нас в ауле все собирались. круто, что эта традиция возвращается!"
"Молодцы, что заранее сделали всё по уму: и техника, и люди наготове. Егер әкімдіктер де өз міндеттерін жақсы орындаса, ешқандай қиындық болмайды",mixed,,"молодцы, что заранее сделали всё по уму и техника, и люди наготове. егер әкімдіктер де өз міндеттерін жақсы орындаса, ешқандай қиындық болмайды"
"Кандай сендерге қызмет, как они будут общатся главное чтоб достигли лучшего сценария войны!",mixed,,"кандай сендерге қызмет, как они будут общатся главное чтоб достигли лучшего сценария войны!"
"Согласна, школы – это важная вещь, у нас тут деток всегда много. Дұрыс айтасыз, қажет нәрсе!",mixed,,"согласна, школы это важная вещь, у нас тут деток всегда много. дұрыс айтасыз, қажет нәрсе!"
"Объездная дорога будет просто находкой! Теперь можно будет без пробок по области кататься. Жалпы, жақсы болар!",mixed,,"объездная дорога будет просто находкой! теперь можно будет без пробок по области кататься. жалпы, жақсы болар!"
"Круто, что строят новые школы, а то в некоторых районах реально не хватает мест для детей. Тапқан жоғыңыз өте жақсы болды!",mixed,,"круто, что строят новые школы, а то в некоторых районах реально не хватает мест для детей. тапқан жоғыңыз өте жақсы болды!"
"Жақында ғана сайланып еді ғой. Посмотрим, как все это будет реализовываться, но старт вроде бодрый)",mixed,,"жақында ғана сайланып еді ғой. посмотрим, как все это будет реализовываться, но старт вроде бодрый"
Молодцы наши женщины! Трудолюбие и упорство всегда ценились в Казахстане! Айтпасам да білесің!,mixed,,молодцы наши женщины! трудолюбие и упорство всегда ценились в казахстане! айтпасам да білесің!
"Я давно хотел, чтобы Туркестан получил подобный статус. Это даёт массу возможностей для развития духовного и культурного потенциала. Жақсы жаңалық деп ойлаймын 👏",mixed,,"я давно хотел, чтобы туркестан получил подобный статус. это даёт массу возможностей для развития духовного и культурного потенциала. жақсы жаңалық деп ойлаймын"
"Найди оскорбление в моих коментах ! Загугли возможно еще гуляетт это видео где убийцы приехали с ружьем! А тебе не советую обелять убийц, басына келіп қалады!",mixed,,"найди оскорбление в моих коментах ! загугли возможно еще гуляетт это видео где убийцы приехали с ружьем! а тебе не советую обелять убийц, басына келіп қалады!"
"Если строительство первого АЭС ойдағыдай болып жатса, думаю можно будет приступать к строительству 2,3ей станции.",mixed,,"если строительство первого аэс ойдағыдай болып жатса, думаю можно будет приступать к строительству 2,3ей станции."
"По сути, жаман нәтиже емес, но с каждым годом нужно только улучшать эти показатели, если барлығын удаленно басқарып отыратындай жасаса всем было бы удобнее и выгоднее думаю. Над этим нужно подумать.",mixed,,"по сути, жаман нәтиже емес, но с каждым годом нужно только улучшать эти показатели, если барлығын удаленно басқарып отыратындай жасаса всем было бы удобнее и выгоднее думаю. над этим нужно подумать."
"Это групповой турнир, мы выиграли у КНР и ЮК, но проиграли Японии. Но Закон Кз поторопились, если сейчас КНР обыграют Японию, то у нас будет бронза. Это, конечно, маловероятно, но возможно. Хохолдарда мақал бар ғой - Не кажи гоп, пока не перепрыгнешь)",mixed,,"это групповой турнир, мы выиграли у кнр и юк, но проиграли японии. но закон кз поторопились, если сейчас кнр обыграют японию, то у нас будет бронза. это, конечно, маловероятно, но возможно. хохолдарда мақал бар ғой - не кажи гоп, пока не перепрыгнешь"
"Каждому свое. Но по факту, рабочие, те самые трудяги, которых благо сейчас не мало, это фундамент всех стран мира. Өз жұмысын адал істеп жүрген жандарға мың алғыс.",mixed,,"каждому свое. но по факту, рабочие, те самые трудяги, которых благо сейчас не мало, это фундамент всех стран мира. өз жұмысын адал істеп жүрген жандарға мың алғыс."
"Да мы мирная страна и пусть всегда у нас будет ясное небо над головой, но как говорится, сақтықта қорлық жоқ",mixed,,"да мы мирная страна и пусть всегда у нас будет ясное небо над головой, но как говорится, сақтықта қорлық жоқ"
"По сути, у каждого из них есть опыт. Бір емес бірнеше станциясы бар елдер ғой. Неплохой выбор👍",mixed,,"по сути, у каждого из них есть опыт. бір емес бірнеше станциясы бар елдер ғой. неплохой выбор"
Вроде бірнеше күн болатын емес па еді Китайский Новый год или ошибаюсь🤔,mixed,,вроде бірнеше күн болатын емес па еді китайский новый год или ошибаюсь
"Өткен жылы біраз оқиға орын алды ғой. Интересно будет послушать итоги года. Удачи всем кто будет выступать, особенно, Бектенову. Достойный человек, хорошо справляется со своими обязанностями✊",mixed,,"өткен жылы біраз оқиға орын алды ғой. интересно будет послушать итоги года. удачи всем кто будет выступать, особенно, бектенову. достойный человек, хорошо справляется со своими обязанностями"
"Заслужил, осылар ғой банда болып, халыққа дизинфо таратқан. Можно было бы и побольше дать)",mixed,,"заслужил, осылар ғой банда болып, халыққа дизинфо таратқан. можно было бы и побольше дать"
"Что сказать, сам виноват. Никто же не заставлял их участвовать в этих беспорядках. Анау Дикийдың жанында банда болып жүруші еді. Осылар ғой халыққа дизинфо беріп, беспорядок ұйымдастырған. Можно было бы и побольше дать.",mixed,,"что сказать, сам виноват. никто же не заставлял их участвовать в этих беспорядках. анау дикийдың жанында банда болып жүруші еді. осылар ғой халыққа дизинфо беріп, беспорядок ұйымдастырған. можно было бы и побольше дать."
"Дикого Армана засудить, а по Қайрат аға не знаю!",mixed,,"дикого армана засудить, а по қайрат аға не знаю!"
"Это уже проблема об продаже валют, те кто хочет тот берет а вообще, я тут с тобой Келісем очень странно что данные финансовые Бизнесу люди которые выходят на рынок не знают что выше цена не залог Үлкен ақша!",mixed,,"это уже проблема об продаже валют, те кто хочет тот берет а вообще, я тут с тобой келісем очень странно что данные финансовые бизнесу люди которые выходят на рынок не знают что выше цена не залог үлкен ақша!"
"Неплохо, 45 млрд прибыль деген біраз сумма негізі Казпочта үшін. Да и служба доставки у них на уровне👍",mixed,,"неплохо, 45 млрд прибыль деген біраз сумма негізі казпочта үшін. да и служба доставки у них на уровне"
"Бюджеттиқ жалақасы аздау болған үщун , хукым шығарады ал манызды деффицит және инфляцияны зертеп қадалап мамандарың аз жалақасы болған үшун олар тым миндетің толық актармайды өз өзимен иесиз қалды, ал зардабың ел тутынышылар щегип түр? Продовольственный кризис он регулируется с учетом дополнительной поставки тех продуктов где есть ажиотаж . При диффиците цена возрастает ! Необходимо снять напряжение и все ! Инфляцию можно предотвращать и управлять в пользу народа , а не в пользу монополистов!",mixed,,"бюджеттиқ жалақасы аздау болған үщун , хукым шығарады ал манызды деффицит және инфляцияны зертеп қадалап мамандарың аз жалақасы болған үшун олар тым миндетің толық актармайды өз өзимен иесиз қалды, ал зардабың ел тутынышылар щегип түр? продовольственный кризис он регулируется с учетом дополнительной поставки тех продуктов где есть ажиотаж . при диффиците цена возрастает ! необходимо снять напряжение и все ! инфляцию можно предотвращать и управлять в пользу народа , а не в пользу монополистов!"
😱😭 иманды болсын 🤲  Вы там вообще уже что творится Мать которая осталась с таким грузом боли 😢😢😢 ещё решили осудить ... сабр Опомнитесь ! Судьи .  Қазақстанда  заңды.,mixed,,иманды болсын вы там вообще уже что творится мать которая осталась с таким грузом боли ещё решили осудить ... сабр опомнитесь ! судьи . қазақстанда заңды.
"Сейчас время строить и развиваться, а не отвлекаться на политические вопросы. Тоқаевтың сөзі сенімділік береді, бәрі өз уақытында болады.",mixed,,"сейчас время строить и развиваться, а не отвлекаться на политические вопросы. тоқаевтың сөзі сенімділік береді, бәрі өз уақытында болады."
"**Здорово, что интервью будет в Ана тілі это ведь поддержка казахского языка на деле!👍**",mixed,,"здорово, что интервью будет в ана тілі это ведь поддержка казахского языка на деле!"
"Спасибо пилотам, что не растерялась и спасли столько жизней, к сожалению ценой собственной. И нашим рахмет, что подготовили место для посадки, что МЧС и врачи работали оперативно! Впервые за последнее время я могу с гордостью сказать, что қазақтар өз мықтылығын көрсетті!",mixed,,"спасибо пилотам, что не растерялась и спасли столько жизней, к сожалению ценой собственной. и нашим рахмет, что подготовили место для посадки, что мчс и врачи работали оперативно! впервые за последнее время я могу с гордостью сказать, что қазақтар өз мықтылығын көрсетті!"
"Иманды болсың!!!, только один вопрос,а где были наши погран службы?постороний самолёт залетел в наше воздушное пространство,они не увидели его🤔",mixed,,"иманды болсың!, только один вопрос,а где были наши погран службы?постороний самолёт залетел в наше воздушное пространство,они не увидели его"
У природы нет плохой погоды😇Алматы үшін қалыпты жағдай!,mixed,,у природы нет плохой погоды алматы үшін қалыпты жағдай!
Новые станции с Китаем — экологически чистая энергия — это плюс для всей страны. Енді табиғатты сақтаймыз! 🌱,mixed,,новые станции с китаем экологически чистая энергия это плюс для всей страны. енді табиғатты сақтаймыз!
Это Сарышаған - рыбный край жемчужина Балхаша,mixed,,это сарышаған - рыбный край жемчужина балхаша
"Атам келер еді, сразу берлиннен кейін бұрып жіберді ғой, Квантумды в упор көрмейсің ғой, две недели и капитуляция",mixed,,"атам келер еді, сразу берлиннен кейін бұрып жіберді ғой, квантумды в упор көрмейсің ғой, две недели и капитуляция"
"Окончания - ов, ова, ев, ева, конечно не преемлем и не актуален қазақтарға. А отчество ұлы, қызы остаётся думаю. Например Асан Нурлан Серікұлы...",mixed,,"окончания - ов, ова, ев, ева, конечно не преемлем и не актуален қазақтарға. а отчество ұлы, қызы остаётся думаю. например асан нурлан серікұлы..."
Отличная новость! Алға Казақстан!,mixed,,отличная новость! алға казақстан!
"Да просто, чай с лимоном, или кофе, я не люблю любое кофе даже турецкое, я два года жил в Италии, вот там они умеют готовить, заметьте не варят как турки, а готовят, это с удовольствием, чёрный чай? Только если моя Әже, её нет, или Мамы, қаймақ пен, а так Динюсь сәл шыда енді 😊",mixed,,"да просто, чай с лимоном, или кофе, я не люблю любое кофе даже турецкое, я два года жил в италии, вот там они умеют готовить, заметьте не варят как турки, а готовят, это с удовольствием, чёрный чай? только если моя әже, её нет, или мамы, қаймақ пен, а так динюсь сәл шыда енді"
"Браво,вот цивилизованные страны так делают,ДАЙ БОГ,чтобы между нами всегда  были взаимовыгодные отношение.АЛЛА ЖАР БОЛСЫН  екі елге!!!",mixed,,"браво,вот цивилизованные страны так делают,дай бог,чтобы между нами всегда были взаимовыгодные отношение.алла жар болсын екі елге!"
Приземлился на казахстан болады. Төбеден түсті.,mixed,,приземлился на казахстан болады. төбеден түсті.
"Керемет! Кому то может не понравиться, это спорт, все нюансы знают специалисты! Аман болайық,тыныштық болсын!",mixed,,"керемет! кому то может не понравиться, это спорт, все нюансы знают специалисты! аман болайық,тыныштық болсын!"
Шығыс на слуху 😁,mixed,,шығыс на слуху
"Құтты болсын! Бауы берік болсын! Кто она, зачем, деп өздеріңнін төмендігіңді көрсетпеңдер! Если вы не знаете, это не значит, что она не известна! Доброе слово пораждает добро для себя! А столько злости-зачем и почему? Не знаете, прогуглите! А рожает в 50-это уже смелость! А сама или не сама тоже не ваше дело! Самое главное, Баян молодец, что решилась на такой  подвиг! Удачи и всех благ! Рахмет, за то что этот казахский мир сделала богаче еще на двух красавиц! Аман, сау болып өсе беріңдер!🙏🏼",mixed,,"құтты болсын! бауы берік болсын! кто она, зачем, деп өздеріңнін төмендігіңді көрсетпеңдер! если вы не знаете, это не значит, что она не известна! доброе слово пораждает добро для себя! а столько злости-зачем и почему? не знаете, прогуглите! а рожает в 50-это уже смелость! а сама или не сама тоже не ваше дело! самое главное, баян молодец, что решилась на такой подвиг! удачи и всех благ! рахмет, за то что этот казахский мир сделала богаче еще на двух красавиц! аман, сау болып өсе беріңдер!"
Мәссаған 😮 что так можно что ли?,mixed,,мәссаған что так можно что ли?
"В отличии от ауыз ашар - обязательно істеу керек, кісілерді шақыру керек, ет асу керек и тд и тп",mixed,,"в отличии от ауыз ашар - обязательно істеу керек, кісілерді шақыру керек, ет асу керек и тд и тп"
"в е салық этот же доход будет указан как наличный, если я еще через пей такую сумму приму, то двойной налог не будет?",mixed,,"в е салық этот же доход будет указан как наличный, если я еще через пей такую сумму приму, то двойной налог не будет?"
"Ко лбу ,и гладить волосы и говорить ақшам шашымнанда көп болсын!😄",mixed,,"ко лбу ,и гладить волосы и говорить ақшам шашымнанда көп болсын!"
Бірге болсын! Рахмет. Нет не встречали такую информацию,mixed,,бірге болсын! рахмет. нет не встречали такую информацию
"Хорошо. Спасибо за ответы и советы. Но я - это другая история және қазақша мен еркін сөйлесем орыс болсам да. Там такое дело, что я за детей переживаю и считаю, что живя в Казахстане и не знать казахский это манкуртизм. Т.е. это вряд-ли моё желание, а скорее необходимость. Которую многие конечно не воспринимают как необходимость, в отличие от меня",mixed,,"хорошо. спасибо за ответы и советы. но я - это другая история және қазақша мен еркін сөйлесем орыс болсам да. там такое дело, что я за детей переживаю и считаю, что живя в казахстане и не знать казахский это манкуртизм. т.е. это вряд-ли моё желание, а скорее необходимость. которую многие конечно не воспринимают как необходимость, в отличие от меня"
