,text,language,label
312239,Всем добрый вечер Всем советую стоматологию мар мар Мне здесь очень понравился вообще не больно и результат на лицо особенно хочу поблагодарить по имени Қожахмет ни разу не болел зубы все отлично уже порядка 5 дней прошло Зуби на месте я вам всем советую здесь лечиться,mixed,
312241,"Руслан врач, Алла разы болсын, осындай сабырлы стоматолог кормедим, самая лучшая стоматология в городе!!! Баланын тилин тауып, балага психологиялык комек корсетип, оте риза болдым!!!!! Записьтеги апайды айтшиш, керемет,Алла разы болсын.",mixed,
312244,Өте жақсы стоматологоия! Персоналдары да керемет,mixed,
312246,Мәр мәр Стоматология супер емдетсендер өкінбейсындер шынайы отзыв Нұрбек врач сапалы ауыртыпай емдеп береды.,mixed,
312254,Темирхан Жандос хороший доктор стоматолог,mixed,
312258,Тамаша стоматология. Жақсы емдеп берді. Баруға кеңес берем,mixed,
312259,Отте Жаксы стоматология Дәрігерге рахмет коп коп,mixed,
312265,"Бүгін баламның тісін жұлдырттым, іші таза, ресепшндегі апай өте сыпайы екен, ұнады еще тегін , көп размет",mixed,
312275,"Өте жақсы стоматология, баруға кеңес беремін ",mixed,
312276,"Сәламатсыз ба?! Өте керемет стомотология, тісімді жұлдырып емдетім бәрі окуратно, дәрігерлеріде керемет, жұмыстарыңыз алға баса берсін",mixed,
312277,Салеметсизбе оте керемет даригерлерида басшыларыда кыздарым тистерин емдеткннмин детский кушти кыздарым енди тек осы жерге барамыз деп отыр,mixed,
312285,"Өте жақсы детский стоматолог врач, баламен жұмыс жасауы,емдеуi барлық жағынан жоғары деңгейде жұмыс iстейтiн қыз!!! Баламның тiсiн ауыртпай, жылатпай емдеп берді.Өз iсiнiң маманы! Көп-көп рахмет!!!",mixed,
312299,"Оразов Қуандық өз ісінің шебері,қолы жеңіл,жанашырлығы,өз ісін сүйіп жасайтындығы байқадым.
Всем советую именно его,алтын қолды тіс дәрігері.",mixed,
312311,Обслуживание оте керемет! Сейтжанов Асылжан мырзага рахмет! Администратор кызгада алгысым шексиз диагнозымды уточнят етип тусиндиргенине  Тис емдегеннен кейын булай жагдайымды сурап жазган алгаш стоматология,mixed,
312319,Сейтжанов Асылжанға көп рақметтт күштіі жасайды екенКлиника вообще супер,mixed,
312340,Доктор Алиби стоматологка тис емдеттик жаксы унады,mixed,
312361,"Өте керемет стоматология 
Дәрігерлерге алғысым шексіз",mixed,
312380,Керемет стоматология !!! Ресепшн кыз супер!!! Бауыржан мырзаға көп рақмет!!! Детально тусиндирип бергеніне,mixed,
312385,"Хочу выразить благодарность стоматологу Думану Қуанышұлы за профессионализм и внимательное отношение. Приём прошёл спокойно и комфортно, всё было понятно объяснено. Результатом очень довольны. Также хочется отметить персонал очень приветливые, особенно девушка на ресепшене, всегда тепло встречаетРекомендую!",mixed,
312390,"Айжан Ерболатовна врачқа брекет қойдырдым  бәрі жақсы өтті, ауыртпады. Дәрігерге рахмет, енді нәтижесін күтем Ішіндегі кірген жердегі админстратор қыз приятнаяудачи всем!",mixed,
312392,Бауыржан Балтабаевич и Айжан Ерболатовна проф своего дела ,mixed,
312395,Бугин имплант салдым мяяя коркып барып едім. Тіпті ауыртпадыго еще 30 минут. Бауыржан Балтабаевич қолы өте жеңіл екен я была в шоке очень хорошем. Прям очень нежно относится.,mixed,
312396,"Топчик лучшие Өз жұмыстарын күшті жасаиды
Dr.Baltabay",mixed,
312397,"Өте керемет клиника. Онлайн да оффлайн да обслуживание ұнады, администратор топ  врач Айжан Ерботовнаға үлкен рахмет ",mixed,
312402,"Оте керемет стоматология! Ресепшндеги Жулдыз оте сыпайлы, жылы кабылдайды! Ляйла Узакбайкызына алгысым шексиз, тистеримнин барин бир ауыртпай емдеп бергенине, биликти маман! Саттилик сиздерге",mixed,
312409,Ең мықты стоматология.Келіңіздер совет берем.Тістеріңіз ұзақ тұрады,mixed,
312412,Маган унады Алла разы болсын оз ісінің мамандары советую,mixed,
312413,Самая лучшая стоматологическая клиника в городе Актау!!! Терапевт Лейла Узакбаевна и имплантолог Бауыржан Балтабаев лучшие специалисты своего дела ,mixed,
312415,"Отличный врач хирург имплантолог Бауржан Балтабаевич, лечит безболезненно, ювелирная работа. Аллах разы болсын. Индивидуальный подход, сервис на высшем уровне, и местоположение удобное. Цены соответсвуют качеству. Новейшие оборудования и технологии. Всем советую",mixed,
312434,"Вылечила зубы у доктора Жеңіс. Вылечил все быстро, безболезненно и при каждой работе всё объяснял по полочкам  очень рекомендую. Спасибо большое  
Так же делала чистку у доктора Ақмарал. Так же безболезненно и все объясняет  очень сильно понравился сервис и работа врачей. Очень вежливые, классные врачи",mixed,
312435,"Барып жүргеніме 1,6 жыл болды. Клиника на высшем уровне.Дәрігерлердің қолдары өте жеңіл, еш ауыртпайды. Барлығын ретімен, қарапайым тілмен түсіндіріп береді, үнемі бақылап отырады.Бәрі өте сыпайы, ешкім грубо сөйлемейді. Қарым-қатынастары күшті, өзіңді еркін сезінесің.Батырбек ағаға,Төлеген ағаға, Алия Салкеновнаға үлкен рахмет.
Әдемі күлкі сыйлағандарыңыз үшін алғысым шексіз ",mixed,
312442,доктор аидана коп рахмет. внимательно жасаиды. аккуратно жасаиды.,mixed,
312456,"Бұрыңғы емдеткен тісімді дұрыс емдемегеннің әсерінен тістерім тағы да ауырып осы стоматологияға келгенмін. Мухамбетов Женис врач бәрін анық көрсетіп , түсіндіріп қайта ашып емдеп берді . Сервис 0 ресепшн 0 деп жазған адамдарды түсінбеймін. Менің честный отзывым сервис өте жоғары . ",mixed,
312461,Мыкты стомотология. Досмухамед мыкты стомотолог,mixed,
312464,"Супер стоматологияБарлық врачта білікті, қолдарынан келмейтіні жоқ, доктор Жеңіс 8 қырлы 1 сырлыБарлық докторлар мықты",mixed,
312466,"Сервис, замануи техника жағынан өте жақсы клиника
Терапевт Жеңіс Аманқосұлына клиентке подход жоғарғы деңгейде. Ауыртпай, сапалы емдеп берді. Үлкен рахмеет.
Имплант маманы Төлеген Аманқосұлына әдемі күлкі сыйлағанына үлкен рахмеет. Быстро, четко и качественно",mixed,
312467,Менің тіс докторым: Алма Нурлыбаевна  прям аккуратно и ауыртпай емдеді... қызмет көрсету сапасыда өте жоғары,mixed,
312470,Алия Сакенова  рахмет за все,mixed,
312478,Клиника оте керемет. Жумыстары унады. оз истеринин маманы,mixed,
312483,"Алма апайға үлкен рахмет 
Алма апай ең күштіі врач ",mixed,
312491,"Всем советую, Төлеген Аманкосович спасибо вам. Вы просто космос ",mixed,
312493,"Супер клиника , всем советую! Төлеген Аманкосович спасибо вам ",mixed,
312497,Өте жақсы стоматология сервисАлма дәрігер білікті маман!,mixed,
312509,"Спасибо Айдана Шынжырбекқызы, вылечила беспокоющий зуб! Успехов в работе!",mixed,
312511,Төлеген Аманқосович командасына алғысым шексіз! Өз ісінің мамандары мен экологический таза оборудование мен адамзатқа керемет күлкі силап жүргеніңізге АЛЛА разы болсын! Ісіңізге береке берсін!,mixed,
312530,Наш любимый доктор Акзейін сіздің барыңызға рахмет ручки золотые а сама как мақтадай жұмсақ кісі қолыңызға дерт бермесін Балапандарды феячкасы болып жүре беріңізші,mixed,
312539,"Обслуживание керемет,врач Асанбай Камила өте білікті маман, рахмет",mixed,
312549,"Рустам четкий доктор,профессионал своего дела",mixed,
312574,Доктор Нурнияз лучший в своем деле.Советую! Алга баса бер Нурнияз,mixed,
312596,"Biz ywin Prosmile degen Rustam, al ol oz kezeginde jaksy dariger! Derektor kylu kerek ony",mixed,
312661,"Доктор Абылайхан
Колы прям жеп женыл куштыыы
Ауыртпады мулдееее",mixed,
312678,Абылай мастер своего дела! Мықты маман!,mixed,
312682,"Советую мықты мамандар, бағасы кол жетимди",mixed,
312688,"Барлык тистерим осында емдеттим. Конилимнен катты шыкты. Брекет алдында тез ари, качественно жасап берди. Удаление тоже жасаттым. Ешкайсысын сезбедим. Куаныштымын осы жакка тап болганыма",mixed,
312689,Қолы жеңіл стоматолог екен. Тісім ауырып барып емдетіп едім сразу койып кетті,mixed,
312719,Супер ойланбастан барыңыздар тісті безболезненно жұлып береді екен,mixed,
312722,"Тісімді жақсы емдеді Абылайхан деген тіс дәрігер,молодой талантливый врач",mixed,
312727,"Нурханов Кайырбек дариге алғыс айтамын имплант салу нағыз маманы жұмысы мен басқарған ұжымына саттилик пен табыс тилеймин
Заман талабына сай техникасы одан артық нәтижесін арттырады
Рахмет",mixed,
312734,Дентал сити топ топ топ,mixed,
312735,"Dental city ұжымына көп рахмет! Тістерімді ауыртпай күшті қылып емдеп берген Ерболат Бердаулетовичке үлкен рахмет айтамын. Жұмыстарыңызға мол табыс, сәттілік тілеймін. Dental city лучший!",mixed,
312749,Кыздар барма тис емдитин или тек ер балама,mixed,
312750,"Недавно тiстерiмдi емдетiп чистка жасатқан болатынмын,өте керемет жұмыстарына тиянакты клиника ұжымына рахмет всем советую",mixed,
312757,"Отличная стоматология 
Врачтардың қолы жеңіл",mixed,
312762,Ең бастысы өте сапалы жасайды Қайырбек деген жігіт. Ауыртпайды еще. Тісімнің бәрін жөндетіп жатырмын .,mixed,
312769,"Өте жақсы емдейді, керемет стоматолог. Всем рекомендую))",mixed,
312785,Айдын Нұрлановичке рақмет айтқым келеді. 2 тісіме цирконовый коронка салып берді. Еш ауырсыну болған жоқ. Еще аккуратно и детально красиво жасады Бағалары да өте тиімді,mixed,
312787,Салематсызба. Маған ұнады. Персоналдарыда өте күшті. Қызмет көрсету сапалалары да кушти. Врач Айдын  ойнап отырып ештене білдірмей емдеп тастайды. Ішіде уютно кушти.Рахмет көп,mixed,
312788,"Өте жақсы стоматология 2 тісімді емдедім безболезненно емдеді
1мкр стоматология дұрыс емес емдеген тісімді востанавить етіп берді рахмет",mixed,
312791,Очен хороший персонал особенно Айдын топ,mixed,
312801,"Сегодня была у вас . Беспокоил зуб ! Приняли экстренно чему несказанно рада была , честно. Врач отличный - Айдын . И девушка на ресепшен приятная и приветливая. Все было сделано качественно и быстро . Благодарю . Алғысым шексіз !!!",mixed,
312809,"Врач Абылайхан өте сыпайы, клиент дегенді білетін жігіт! Адамды мейрімді қарсыалып күлкімен қоштасатын тәрбиесі түзе. Жұмысыда на все 100 келесіде осы кісіге баратын боламын.",mixed,
312811,Aidyn bauirim rahkmet tisti jaksy emdeidy jane tiymdi bagaga. Alla razy bolsyn!,mixed,
312814,Абылайхан врачка рахмет жақсы емдейдi,mixed,
312817,"Айдын деген стом.врач молодец, ажеме протез жасатып едик, багасы тиимди, тез жане адеми.",mixed,
312820,"Өте жақсы сапалы жер, Нұрболат стоматолог бәріңе кеңес берем, білікті маман, тәжірибесі өте көп екені көрініп тұр, отдуши за вашу работу",mixed,
312824,"Ауыртпай емдейди тистерди
Вообще кушти 
Мейирман агай 10/10",mixed,
312825,"чистка жасаттым, подарок берді.нурболат врачка көп көп рахмет",mixed,
312828,Жаксы стоматология качественный ауыртпай емдейды,mixed,
312832,Кушти барлыгы тисимди емдеткенмин алдын коркатын едим стоматолог ка барыуга Мийрман ага мен Нурболат ага кушти екен биреуи хирург биреуи емдит ресепшндагы балада жаксы настроение де кутип алады как всегда барлыгына ракмет!!!!,mixed,
312836,"Dental Home оте тамаша стоматология
Стоматолог Нурболат ка отдуши рахмет барлык емделген тис бари четка",mixed,
312875,"Именно осы точкадағы Ұжым өте жақсы жұмыс жасайды, қыздар ашық ауырып тұрған жеріңді ұмытып кетесің",mixed,
312883,Процедурныи кабинеттегі Оля ханым нағыз шебер маман екен уколды әдемі салады екен рахмеет,mixed,
312890,"Все девушки всегда приветливые, вежливые. Спрашивают чем помочь. Хочу отметить Ақару, она посоветовала уходовое средство моему сыну от акне, ему помогло, есть результат. Спасибо ей большое.",mixed,
312891,Таншолпан суперррр консультант! Быстро консультация и проффи!,mixed,
312910,Гүлбахар лучшая медсестра  отлично ставит системы и уколы,mixed,
312933,Аптекада консультант Мадина оте керемет жан. Керекти нарсени жанын салып издеп тауып ози комектесип журеди аркашан. Консультация на высшем уровне . Жумысына табыс тилеймин.,mixed,
312962,"Үлкен рахмет , жылдам әрі тез таксимен дәрілерімді алдым, , қыздар супер обслуживание, өркендеріңіз өссін, істеріңіз алға баса берсін! Алғыс айтамын!",mixed,
312968,"Коп рақымет Руфина. 
Отличная аптека! Отличный радушный персонал.",mixed,
312987,Оксана керемет знает что делать,mixed,
313027,"Фармацевттер өте күшті!
Ешқандай грубый отношение көрген жоқпын
Ия бірақ түнгі 12ден кейін есіктерін жауып қояды ( бұл қауіпсіздік үшін деп ойлаймын) есігін соқсаң ашады екен 
Түнде жұмыс жасайтыны қандай жақсы 
Балаң ауырып қалса дәрі керек кезде келіп алуға ыңғайлы",mixed,
313028,"Аққу Фарм ЖК Оазис, 15-й микрорайон, 69",mixed,
313035,Аптека обслуживание керемет маған ұнады керек дәрілерімнің бәрін таба алдым. Ассортимент көп. Бағалары да тиімді,mixed,
313054,Аптека жаксы сатушы кыздар да молодец ен бастысы багасы тиимди,mixed,
313061,Оте керемет аптека обслуживание очень высокое Рахмет сыздерге маган катты унады персонал вопше отличное,mixed,
313085,Салеметсизбе во время заказ келед рахмет дәрілердің бағалары арзан сәттілік,mixed,
313092,"Быстро доставили, вежливый персонал, рахмет аптеке и курьеру",mixed,
313100,"Жұлдызға рахмет, жеткізу қызметі тез, дәрілердің бәрі свежий срокпен жіберді",mixed,
313112,"Қыздарға рахмет. Каспийден заказ бергенмін 1 сағатта жеткізіп берді. 
Еще бағасыда арзан",mixed,
313116,Арзан аптека каспий доставкасы тез келеді қызметкерлері ,mixed,
313118,"Барлык зат бар еще арзан, калада жок дәрі осы жерде табылады",mixed,
313119,Жақсы аптека! Бағалары қол жетімді доставка тез келді,mixed,
313120,Аптека керемет уакытында товар жеткизеди фармацевттер оте керемет жауап береди каспий доставка ынгайлы екен,mixed,
313132,Барлық керек дәрі табылды. Фармацевт сразу уатсапка ответ жазып бәрін салып жіберді. Рахмет,mixed,
313137,Таза аптека. Дәрі алу керек болды,mixed,
313167,Осы аптека ұнайды ценалары да нормально,mixed,
313182,"Подгузник, смесь, дәрі дәрмек барлығы табылады.",mixed,
313197,Салеметсіздерме!Осы аптекада Марзия есімді фармоцепт өтте сауатты мейрімді адам.Мың алғыс балама берген дәрілері өтте жаксы көмектесті.Советую вам у неё спрашивать совет.Желаю что бы все были похожи на неё.,mixed,
313199,Очень грамотное и качественное обслуживание. Очень приятно когда вежливо обслуживают. Рақмет!,mixed,
313202,"Кушті аптека 
Доставка беріп едім тез келді.
Телефонға қыздар сразу жауап берді, іздеген затымның бәрін таптым. Рахмет",mixed,
313205,Саламатсызба бүгін медсестра кім екен 28/47 аптекада Улболсын деген медсестра болса барайын деп едім коды жеңіл қинамай салады адамды сол апашкінің номері болса или кай күндері болар екен смені,mixed,
313206,"Продовец қыз молодес, ровно 8:00 де кешікпей ашып тұр",mixed,
313212,"Тез жауап беріп, күшті сервиспен жұмыс жасайды. Моя любимка Айсауле Абдырасимова",mixed,
313219,"Қаладағы ең тамаша аптекалардың бірі
Барлығы в наличии бар и доставкасы тез екен
Бага жагынанда қол жетімді
Дәрілерді постоянно осы жақтан аламын",mixed,
313222,"Ең керемет аптека!Фармацевт аптада,жас кызда кушты обслуживание жасайды.Всегда звонокка,вацапка жауап береды.Жок болса аналогтарын айтып, доставкамен жыберып.дарилердын багаларыда жаксы.Рахмет коп коп.",mixed,
313223,Всегда осы аптекага хабарласып доставкамен алгызып отырамын.Кыздарына коп коп рахмет ватсапка жауап берип тез тез барин реттеп салып жибереди.,mixed,
313227,Емшара кабинет таза жаксы иши медсестра жакс 100%,mixed,
313228,Күшті жер екен жоқ дәріні тауып берді бүккіл аптекада жок болп шкты соккан кезде фарматека лучщий,mixed,
313229,"Процедурный кабинет те аптекада оте жаксы! Керек медикамент всегда табылады, процедурный кыздары тамырды жаксы табады, мейириммен караиды рахмет ",mixed,
313246,"Ақтаудағы ең мықты аптека қандай дегенде 
Фарматека көрсететін едім,Гаухар фармацевт жақсы обслуживание көрсеттіі",mixed,
313269,"Аптека оте тамаша, барлық керек жарақ бар, Фармацевттер білімді ",mixed,
313272,"Avene продукциясын алуға барып едім, бәрін оперативно тез тауып берді, рахмет
Кетіп бара жатсам мынадай шоппер пробниктер вам в подарок деп беріп жіберді приятно",mixed,
313274,Укол салатын апаларға көппп рахмеет. Қолдарыы жеңілАптека қыздарынаа вооообще сөз жоқ молодец,mixed,
313297,Бағасы нормално заказды тез және сыпайы қалбылдайды,mixed,
313309,"Көп рахмет айтамын. Аптекадағы қыздар өте сыпайы, керек сұрағыма тез жауап қайтарды. Өзім ауырып роддомда жатқан болатынмын. Түнгі сағат 1ден аса жаздым. Сразу ответ қайтарды. Курьер заказ етіп керек дәрімді тез ақ алдым. Алғысым шексіз",mixed,
313310,Рахмет Оксанаға түннің ортасында заказ бердім сразу ответ жазып барлығын анықтап сұрап салып жіберді рахмет көп көп,mixed,
313313,Рахмет кыздар оте оперативно керек зат бари бар,mixed,
313322,Керемет жаксы аптека Фармацевтери де жаксы,mixed,
313324,Алгысым шексіз. Спасибо большое. Үйде бала мен отырып доставка мен заказ беріп едім. Такси заказ қабылдамай жатсада арада біраз уақыт өтседе такси тауып жіберді. Дәрілерді әкеліп берген жігіт мен таксист емеспін жәй өтініш жасап еді. Рахмет сізге Алла разы болсын!,mixed,
313332,"Жақсы обслуживать етеді қыздарособенно фармацевт Айсымбатқа рахмет, керек дәрілерімді тауып берді",mixed,
313337,"Постоянно осы аптекага келемин үйдің жанында, всегда барам Назира есімді қыз всегда күліп қарсы алып, сурағанымды айтып береді риза боламын",mixed,
313345,"Фармацевт қыздары супер.... 22.07.2025 күні 19-44 филиалында болған қыз, онлайн барлығына жауап беріп, қажет дәрілерімді тауып берді. Дауысының өзі ем, көңіліңді көтереді. Алла разы болсын!",mixed,
313354,"Оте жаксы аптека мен ушин, фармацевттери супер",mixed,
313360,"Отличный авто сервис без вибростенда нашли причину без слов 10/10 
Мастера реально крутые Махамбет нехуёвый жасайбы вообщем адемы сервис ко джиги. !",mixed,
313364,"Сервис өте жақсы қала бойынша, постоянно мында келем тек, бағаларыда жақсы, управляющий Асланға үлкен рахмет, сразу не істеу керегын айтады",mixed,
313378,Керемет жумыс !! условия жаксы,mixed,
313385,Жіггіттерге рахмет Махамбетке электрик Асқарға рахмет работают профессионально,mixed,
313397,"Отличное СТО. Заезжал в 20 штук СТО, но только здесь нашли причину. Алғыс шексіз.",mixed,
313423,Кушти сервис бари идеально жане жылдам багасыда кол жетимди админ ,mixed,
313425,Бір неше сто көрдім шаруасы 2000мың теңгемен бітті. Отлично жұмыс,mixed,
313427,"Бәрі күшті отличный 
Администратор   күшті жақсы түсінік берді бағасыда тыйымды бәріне рахмет ",mixed,
313438,"Приехал в ланный автосервис, прияино приняли, проверили с лымогенератором, нашли. Очень даволенььььь. Бәріңізге ұсынамыз",mixed,
313454,"Авто сервиске келдим октября айында ступичный подшипникти ауцстырдым, бирак бугин гуилдеген дауыс шыгып кетти. Сонынан келип тексерттим, сол баягы ауыстырган ступичный подшипник екен. 
Жигитер сауболсын, гарантиямен тегин бесплатно ауыстырып берди.
Тагыда довольный болдым. Барине рекомендую",mixed,
313463,"Жигиттер свое дело знает, сауболын!",mixed,
313464,Жігіттер малодец. Бәрі ойластырылған. Барлық жағдай жасалған. Рахмет жігіттер,mixed,
313473,"Керемет сервис! Профессионал дар, келип коликтеринизди жондетиниздер!",mixed,
313480,Оригинал запчасть өте сапалы қолжетімді баға Нұрсұлтан менеджер жақсы қызмет көрсетті! Рақмет жігіттер!!,mixed,
313487,Керемет сервис жұмысына жауапты оддуши,mixed,
313525,Хорошо отремонтировали качественно и быстро. Өте жақсы ремонттайды мерстерді тез әрі сапалы,mixed,
313543,Рахмет коп отдуши Маган Жумыстары унады,mixed,
313544,Коп коп рахмет амир братка жумыстары оте сапалы,mixed,
313555,Рахмет жигитерге сау болсын мастера сваего дело,mixed,
313565,Мастерлер жақсы өз жұмыстарын жақсы жасаиды запчасть табылады мықты сервис,mixed,
313571,Жаксы жасайды Супер! пасибо за работу,mixed,
313573,Сто Оте жаксы жумыс жасайды,mixed,
313591,Одино май ауыстырдым сөз жок машинам женілдеп калды,mixed,
313596,Жигиттер ак конил карапайым колдары женил Таке красавчик,mixed,
313597,өте мықты сервис қарапайым өте қатты сыйласады Тәкең мастер красавчик,mixed,
313598,Жігіттердің қолы жеңіл бағасы өте тиімді өсе берің Тәке красавчик,mixed,
313602,Хороший сервис йасира мотрс ,mixed,
313648,"Сервис жақсы,Авто злектрике керек болған менім Грантама ол жігіт бәрін Компютерге салып бәрін үқыпты тексеріп машнам ақауларын тауып оңдап берді",mixed,
313698,Рахмет! Особенно Рамиль отличный специалист,mixed,
313699,Рахмет Алла разы болсын мен туркестанан келгем жигитер маган комектесип машынамды полностью май аустырып ошибкасын оширип оталдырып берди алла разы болсын ризамын!!!,mixed,
313706,"Профессиональдар. Печка жасаттым, от шашып тұрго",mixed,
313713,"Ильяс братану рахмет, быстро нашел решение проблемы ",mixed,
313724,Продавец керемет тусиндирип Тез кабылдап жиберди,mixed,
313727,Әдемі четкий балдар Ислам бауырыма рахмет скидкасымен әдемі сауда болды,mixed,
313730,"Альхамдулиллах жаксы екен 
Сто балдар тоже скидка мен",mixed,
313738,Ең мықты сервис.Азамат молодец от и до түсіндіреді.,mixed,
313740,"Весь персонали- одна большая команда! Все грамотно проконсультировали, оформили и отправили домой на новой машине наш менеджер Азамат Мұратов- ему отдельное спасибо за его спокойствие и грамотность!",mixed,
313753,Мұратов Азамат рахмет тебе большое!,mixed,
313756,Хотел оставить отзыв на сотрудника. Самат Нұрданұлы... Не буду многословным! Он проффесионал своего дела!,mixed,
313773,"Выдача машины унады рахмет
Особенно Саматка",mixed,
313778,"Отдел продаж выдача жұмыстарын жақсы жасайды әсіресе Азамат  іздеген сұрақтарымызға жауап таптық, қызмет көрсетуі ұнады ",mixed,
313780,отдел продаж унады вопрос решил выдача оте керемет,mixed,
313782,Отдел продажага улкен рахмет барлык сурактарымызды шешіп берді,mixed,
313792,Автосалон кызметкерлерине именно Самат менеджерге Рахмет кленттериниз коп болсын !,mixed,
313794,"Доскарга Джетурга хабарластым ,запиське жазылу ушин. Шынар сервис оператор маган удобный уақытты тауып берді.оперативно жумыс жасайды. Маған сервис ұнады.",mixed,
313806,Менеджер лерге мын алғыс жақсы түсіндіріп тез жасап берді рахмет коп кооп,mixed,
313843,Колодка Ауыстырдык Качество жаксы Басканда Кадап тур всем советую,mixed,
313856,Жаксы жер саплы май сапалы кфзмет,mixed,
313871,Лучше сервис арлана келыныз условия жаксы,mixed,
313881,"Коробканын Майын ауыстырып кеттым, бари четко. Фильтрларды адемы орнатып берды, поддонды тап таза кылып берды! Сервис мыкты Рахмет жыгыттер",mixed,
313884,"До этого She’ll 5-30 куятн едм, Petronas мерстын оригинал майы жаксы май. Куйганнан кейн дауыс дм жок бари четко адемы, расходта жок. Советую!",mixed,
313891,"Молодцы жигиттер рахмет Алла разы болсын сендер ге, кызмет корсету денгейи оте жогары багасына келетин болсак кала бойынша ен арзан жер буйртса постоянно сендердерден аустратын боламын рахмет",mixed,
313898,Оте жаксы обслуживаниясы  жигиттерге рахмет оте жаксы мамандар екен май ды тек осы жерден ауыстырам тез жане укыпты жасап береды. Арлан молодцы ,mixed,
313922,Рахмет сіздерге Бек мастерге алғыс білдірем БЕК красавчик,mixed,
313928,"Оте керемет сервис иште журген жап жас балдар молодцы, Бекарыс красавчик",mixed,
313929,Май сервис өте жақсы мен постаянно машынамның майын осы сервиске келіп ауыстырамын,mixed,
313938,"Жаксы сервис, проточка жаксы жасап берди!",mixed,
313940,"Бәрі керемет!
Обслуживание, сервис ",mixed,
313941,"Мыкты мастерлер 24 сағат жумыс жасап жатыр,молодцы !!!!!",mixed,
313946,Нүрбек брат красавчик обслуживание жақсы жасайды екен,mixed,
313954,"Жақсы молодцы развивайтесь, БаракаЛлаһу фйикум",mixed,
313959,осы май куйып журмин Германский,mixed,
313960,"Жігіттері керемет, оперативно, сапалы! Рекамендую келуге.",mixed,
313964,"Маникюр кушти жасайды
Мастер Айнур, всем советуююю",mixed,
313966,"Обслуживание керемет, шашымды кушты кылып жасап берды, бес жулдызга лайк жумыстары",mixed,
313967,"Сложное окрашивание милирование жасататын мастерім Гульнар ханымға алғыс айтамын. 
Шаштың нағыз шебері.",mixed,
313968,"салон іші өте таза, іштегі мастерлер сыпайы, нағыз өз жұмысының мамандары, жұмыстары ұқыпты особенно мастер маникюра Айнур, из раза в раз возвращаюсь к ней",mixed,
313969,Айнур мастерге маникюрге барамын өте таза ұқыпты стерильно барған сайын көңілімнен шығадыҚолы өте жеңіл всем советую,mixed,
313975,"Гаухар деген мастер бар қолы өте жеңіл,стрижка, покраска, ботокс жасап берді. Маған қатты ұнады. Постоянный клиентімін. жаным рахмет шашым ұнады
Клиенттерің көп болсын",mixed,
313976,"Всегда тек кана Гаухар мастерге барамын. Жалгыз Гаухарга шашымды сенип тапсыра аламынЖумыстары оте тиянакты, шашты супер идеально бояйды, ботокс, кератин, нанопластиканы отееее керемет жасайдыПряяям суупеееррррр Мой честный отзыв 1000 процент советую всеем Алла разы болсын Гаухар мастерге",mixed,
313978,"Гулнар мастер өз ісінің маманы сложное окрашивание стрижканы күшті арі тез істейді,бағасыда тиімді",mixed,
313981,"Гулнар апаға шашымды сложный окрашение жасаттым, әлі күнге дейін тек соған сеніп келемін 
Жұмысын өте ұқыпты, сапалы істейді, түс дәл өзің қалағандай шығады 
Шашымды бүлдірмей, керісінше жұмсақ әрі жылтыр қылып береді 
Нағыз өз ісінің маманы! Кімге әдемі, сапалы окрашивание керек — Гулнар апаны ұсынамын",mixed,
313983,"Мастерім Гаухарға алғысым шексіз за сл.окрашивание ,ботокс,стрижку ,прическуАлла разы болсын!Табысымыз берекелі де мол болсын!
Рекомендую,потом спасибо скажете",mixed,
314011,"Обслуживание керемет, мастерлер өз жұмысын күшті жасайды",mixed,
314019,"Я буду возвращаться снова и снова
все топовые мастера города Ақтау здесь, я даже с острым квaдратом пишу без ошибки, девооччки на заметкууу",mixed,
314031,"Қызмет өте ұнады! Маникюр мен педикюрді мұқият, таза әрі әдемі жасайды. Шебердің кәсіби деңгейі жоғары, барлық құралдар стерильді. Міндетті түрде қайта барамын. Мастер Жанат, Рахмет 
Здесь я нашла своего мастера по педикюру и маникюру, Жанат! Аккуратно, четко, профессионально. Рахмет",mixed,
314041,Не первый год пользуюсь услугами этого салона. Все специалисты- мастера своего дела! Особую признательность хочу выразить Жанат! Из ничего может сделать шедевр! Огромное спасибо/ Коп рахмет! Однозначно - рекомендую!,mixed,
314053,"Салон өте керемет, Лаззат, мастер эффект просто wow ",mixed,
314066,"Екі салонғада уже қанша жылдан бері,барамын услугалардың барлығы бар,жақсы,еще беспл кофе,чай,",mixed,
314075,"Гүлжан деген мастерге барамын. Жұмысы өте керемет,маған ұнады. Бәріңізге кеңес беремін. Жұмысына тиянақты ұқыпты. Өз ісінің маманы. Жасаған маникюр өте ұзақ тұрады. Барыңыздар өкінбейсіздер
Лактары оригинал,стойкий. Барлық құрал-саймандары залалсыздандырылған.
Номер один мастер. Всем советую",mixed,
314120,"Мастер Елена, Ирина жұмысы ұнады
Ризамын
Педикюр и покраска жасаттым",mixed,
314137,Мен бүгін Имидж салонына бардым Іші уютный чай ұсынып админ өте жылы қарсы алды!Мастер Ботаға в один тонь покраскаға бардым әдемі шығарып берді қатты ұнады рахмет Алла разы болсын!қыздар есличто сіздергеде баруға ұсынамын!,mixed,
314145,Гүлшат мастерге үлкен рақмет! Сықитып жасайды маникюрді Всем рекомендую!,mixed,
