text,rating,language
Өте керемет керек зат.,5,kaz
"2-ші рет алып жатырмын. Өзі арзан, өзі маржан. Қатты ұнады.",5,kaz
Очень классные салфетки.,5,ru
"Влажные салфетки я использую для уборки, эти понравились тем, что дешевле чем в супермаркете почти в два раза и количеством 120 шт.",5,ru
"Постоянно их заказываю! Качество хорошее, запах приятный, не вызывают никаких покраснений, отличные что сказать, берите и не пожалеете. Продавец Aurora Mall еще сделал презент в виде салфеток влажных тоже кстати отличных!",5,ru
Уақытынан ерте келді. Күшті салфетки! Көпке жетеді.,5,kaz
Классные салфетки.,5,kaz
"Хорошие салфетки, запах приятный, не тоненькие.",5,ru
"Супер товар, положили ещё в подарок мини салфетки.",5,ru
Хорошие салфетки.,5,kaz
Отличные салфетки! Спасибо за подарок!,5,ru
"Хорошие салфетки. Всегда их беру. Недорогие, а качество очень хорошее.",5,ru
"Пришли на день раньше, мини подарочек положили очень приятно, спасибо большое продавцу и Каспи.",5,mixed
Отличные салфетки. Всегда беру именно эти. И спасибо магазину за маленький подарок.,5,ru
За свою цену очень даже отлично!,5,ru
Суперскийгой. Унеми осыны аламын мен. Иісі де жағымды. Сатушыга рахмет.,5,kaz
"Күшті осы фирманың салфеткалары ұнайды күшті, бірақ та нығыз орналасықадықтан бастапқыда 5-6 т бірден алынады және тым созылады.",4,kaz
"Хорошие салфетки, мне понравились. Спасибо Каспи за быструю доставку.",5,ru
"Отличные салфетки, благодарю продавца за быструю доставку и очень вежливого курьера.",5,ru
Качество супер.,5,ru
"Хочу сказать купите эти салфетки и другие не захотите. Просто супер, во-первых толстые влажность сильная и ещё запах цветов. И цена всегда скидка. Как первый раз купила и теперь всегда волнуюсь, что не будет обязательно возьмите, я от души говорю. Спасибо Каспи Магазину и курьеру, вежливо и быстро доставил.",5,ru
Запах хороший.,5,ru
Салфетки просто супер!,5,mixed
"Отличная салфетка, спасибо продавцу и Каспи Магазину.",5,ru
"Минус звезда, что старые, уже не такие влажные, испарилась половина влаги. Второй минус отдушка сильная.",3,ru
Отличные салфетки.,5,ru
Отличные влажные салфетки для всей семьи. Хороший продавец. Всегда есть обратная связь. Рекомендую и товар и продавца.,5,ru
"Сухие салфетки, хорошо что купила только 1, а то бы сделала возврат!",2,mixed
"Салфетки ок, но запах атас слишком навязчивый, не рекомендую с этим запахом.",4,ru
"Влажные салфетки хорошие по доступной цене. Спасибо за подарок. Маленький презент, а так приятно. Будем еще заказывать.",5,ru
"Для ежедневного использования само то, очень приятный запах!",5,ru
"Салфетки супер, всегда беру их. Спасибо магазину ИП Алиева, за конфетки, хоть мелочь за то как приятно.",5,mixed
Отличные влажные салфетки. Хорошая цена.,5,ru
"Отличные салфетки, я думал они будут маленькими, но нет они как раз то что надо, в следующий раз куплю еще. Быстрая доставка. Советую покупать.",5,ru
"Хороший товар, не сухие.",5,ru
Очень маленькие и прозрачные.,3,ru
Супер влажные салфетки.,5,kaz
"Салфетка жақсы, иіс жақсы.",5,kaz
"Салфетки такие всегда беру, все устраивает. Спасибо!",5,ru
Хороший товар.,5,kaz
"Өте жақсы салфетка, ыңғайлы, ұнады, иісі жағымды сапасы жақсы.",5,kaz
"Өте жақсы сапасы да, иісі де жағымды, сыйлыққа қосымша кішірек салфетка салыпты рахмет.",5,kaz
"Дёшево, сердито, практично. Доставка отличная.",5,ru
"Классные салфетки, за такую цену можно не экономить. Спасибо ИП Абдукиримова за своевременную доставку и плюс одну пачку в подарок, процветания Вам.",5,ru
"Хорошие салфетки в меру влажные, положили подарок маленькую пачку салфеток.",5,ru
"Хорошие салфетки, подарили презентик даже, ИП ALTYN-MARKET, спасибо, хороших продаж вам!",5,kaz
"Салфетки очень хорошие, постоянно их приобретаю. В этот раз приобрела в магазине ALTYN-MARKET. Упаковка хорошая, спасибо за бонус! Хороших вам продаж!",5,ru
Очень маленькие салфетки.,3,ru
Приятно пахнут и количество салфеток мне понравилось.,5,mixed
"Хорошие салфетки, вкусный запах.",5,kaz
"Спасибо, хорошие салфетки, всегда их покупаю.",5,ru
Отличные салфетки по выгодной цене. Давно их покупаю.,5,ru
"Очень хорошие салфетки. Нетканый материал, нет химозного запаха, большой размер салфетки и огромная упаковка. Магазин отработал замечательно, курьер на высоте. Однозначно советую к покупке.",5,ru
"Продавцу, доставке, Каспи спасибо!",5,kaz
Замечательные салфетки по выгодной цене. Неаллергенные.,5,ru
Шикарные салфетки.,5,kaz
"Сатушыға рахмет, берген тапсырысты ұқыпты салып жіберіпті. Тауар бүлінбей бүтін келді. Сапасы өте жақсы. Алуға кеңес беремін.",5,kaz
Очень хорошие салфетки. Спасибо.,5,ru
Салфетки огонь.,5,kaz
"Хорошие салфетки, и цена всегда приятная, по акции берём побольше.",5,ru
"Спасибо большое, так классно.",5,ru
5 шт заказ етсем 4 отказ істепті,1,kaz
"Очень хорошие салфетки, беру не в первый раз, все разы когда заказывала остовалась довольная, с подарочком ещё.",5,ru
"Күшті екен, ұнады. 390 тг 120 штук және дәу екен, қасында сыйлығы бар тағы. Рақмет! Енді осы магазиннен аламын!",5,kaz
"Всегда беру эти салфетки, обожаю.",5,ru
"Салфетки отличные. Пользуемся 4 года. Благодарю продавца за адекватную цену и презент, в виде маленькой пачки салфеток. Желаю успешных продаж!",5,ru
"Хороший товар, спасибо продавцу.",5,ru
Заказ соответствует ожиданиям. Спасибо продавцу.,5,ru
"Бағасы қолжетімді, ісі керемет.",5,kaz
"Салфетки замечательные, рекомендую.",5,ru
"Салфетка бағасы өте қолжетімді. Үлкен упаковка, ұзаққа жетеді. Топ топ. Магазинге рахмет.",5,kaz
Иіс өте керемет.,5,kaz
Хорошие. Мягкие. Советую.,5,kaz
"Өте ұнайды осы влажный салфетка. Балашаға кішкентайынан қолданам, тез жеткізді, Каспи ге рахмет. Кішкентай подаркте бар екен. ERAI TECHNO ға алғысым шексіз.",5,kaz
Бұндай бағадан таппайсын күшті.,5,kaz
"Влажные салфетки очень хорошие, я всегда ею пользуюсь и всем рекомендую, огромное спасибо продавцу: Golden Peak за хорошую упаковку и за оперативность, огромное спасибо курьеру Наука за оперативность и за своевременность и за высококачественную доставку и спасибо нашему Каспи.",5,ru
"Көп рахмет, сыйлық ретінде тағы влажный салфетка салып жіберіптіосындай бағаға вообще находка ғой, алыңдар, советую.",5,kaz
Хорошие салфетки и выгодная цена.,5,ru
"Взяла 120 шт влажных салфеток. К заказу положили мини-салфетки в подарок, очень приятно. Спасибо за бонус и хорошее обслуживание!",5,ru
Супер ғой.,5,kaz
"Отличный товар, нужный и полезный, берём не первый раз. Однозначно рекомендую! Цена сказка!",5,ru
"Заказываю не в первый раз. Товар пришел быстро. Отлично упакован. Как и в первый раз получила подарок. Очень приятно. На этот раз заказала две упаковки, пришли разные (приятно удивили). В общем, покупкой очень довольна. Благодарю продавца и Каспи Магазин за возможность приобретать товары не выходя из дома. Отдельная благодарность курьерам.",5,ru
"Не первый раз заказываю, мягкие приятные влажные салфетки и запах нравится и цена очень приемлемая. Каждый раз подарок кладут мини салфетку.",5,ru
"Өте жақсы салфеткалар, мұндай бағаға магазинда сатып ала алмаймыз.",5,kaz
"Супер ұнады, подаркасымен бірге салып жіберіпті.",5,kaz
"Очень хорошие салфетки, постоянно их покупаю. Спасибо Каспи за быструю доставку.",5,ru
"Нравятся эти экономные влажные салфетки по количеству штук и качеству. Размер салфетки большой, раздражения не вызывает. Спасибо продавцу за подарок и хорошую упаковку. Товар пришёл быстро и целый.",5,ru
"Неплохие влажные салфетки, хороший размер. Удобно использовать для бытовых нужд. Очень приятная цена. Спасибо за подарочек - мини салфетки!",5,ru
Зор келді алыңдар.,5,kaz
Заказываю не первый раз. Все отлично.,5,ru
Хорошие влажные салфетки. Беру всегда. Влажность салфеток.,5,ru
Спасибо за быструю доставку.,5,ru
"Мне очень нравится этот товар, постоянно его заказываю для ребенка.",5,ru
Очень удобно обрабатывать больного человека.,5,mixed
"Жақсы салфеткалар, бағасына сай, иісі.",5,kaz
Салфетки просто огонь!,5,kaz
"Спасибо за подарок, доставили очень быстро.",5,mixed
"Спасибо, очень быстро и в хорошем состоянии пришел, еще подарок есть.",5,ru
"Классные салфетки, беру всегда, очень нужны в доме.",5,ru
"Очень хорошо упаковано, салфетки большие за такую цену в подарок положили мыло, салфетки влажные, спасибо продавцу.",5,ru
"Очень классные салфетки, всегда беру. Большая упаковка, классная, плотная.",5,ru
"Всегда покупаю эти салфетки, дети парту протирают, пыль, обувь, цена отличная, так еще и 200 бонусов дают за отзыв. Доставка быстрая, срок хороший, всем рекомендую!",5,ru
Доставили вовремя.,5,kaz
"Салфетки всегда заказываю, очень удобная и цена хорошая, всем советую, еще буду заказывать, пока взяла 4 штуки.",5,ru
"Хорошие влажные салфетки, положили маленькую салфетку в подарок очень приятно).",5,ru
"Качество хорошее, отправили быстро, спасибо.",5,mixed
"Прекрасно, спасибо большое.",5,ru
"Хорошие, для детей самый раз.",5,ru
Очень понравилась.,5,ru
"Недорогие. А главное за эту цену хорошие. Беру только их на все случаи жизни. Большая пачка, надолго хватает. Так дёшево ещё и презентик положили, приятно, спасибо!",5,ru
"Салфетки эти влажные детские хорошего качества, приятный и лёгкий неназойливый запах, не липкие.",5,ru
"Заказывала влажные салфетки на Kaspi, осталась очень довольна! Товар пришёл быстро, хорошо упакован. Приятно удивило, что продавец положил небольшой подарок — дополнительную маленькую упаковку салфеток. Это очень мило и показывает заботу о покупателях. Салфетки качественные, влажные, без резкого запаха, удобны в использовании. Спасибо продавцу за сервис и внимание к деталям! Обязательно буду заказывать ещё и рекомендую всем.",5,ru
"Быстрая доставка! Хорошие салфетки, положили подарок! Процветания продавцу и успехов в бизнесе!",5,ru
"Получила товар. Спасибо Каспи, отличные салфетки. Пользуемся всегда. Спасибо за подарок.",5,ru
"Хочу оставить приятный отзыв о влажных салфетках. Пока что я ещё не успела ими воспользоваться, но уже по внешнему виду, упаковке и составу видно, что продукт отличный и качественный. Салфетки выглядят очень круто, упаковка аккуратная и удобная. Отдельный большой плюс — вместе с заказом положили приятный подарочек, что было очень неожиданно и приятно. Салфетки мне доставили в качестве приза, всё пришло вовремя и в отличном состоянии. Уже сейчас знаю, что салфетки будут прекрасно справляться со своей задачей. Спасибо за заботу о клиентах и такие приятные бонусы, очень довольна!",5,ru
"Покупаю эти салфетки не первый раз, очень нравится качество, в моей практике это единственный магазин, который уточнил, можно ли поменять цвет товара. Спасибо за оперативность.",5,ru
"Товар хорошего качества, всегда берем только их.",5,ru
"Салфетки очень практичные, удобные, хватает на долгое время.",4,ru
"Тапсырысымды алдым, сыйлыққа үлкен рахмет! Осы фирманың сулықтары ұнайды. Әсіресе үйінде кішкентай балалары бар отбасына. Сапасы жақсы. Иісі әдемі екен. Бірден бірнеше дана алуға болмайтыны өкінішті( жалпы жақсы! Алуға кенес беремін.",5,kaz
"Хороший, советую, очень хороший, еще много.",5,mixed
"Отличные салфетки, беру не первый раз! Цена ниже рыночной! Спасибо продавцу!",5,ru
"Очень довольна покупкой! Влажные салфетки в упаковке 120 штук — отличного качества, хорошо пропитанные и приятные на запах. Удобно пользоваться каждый день. Отдельно хочу отметить продавца: к заказу положили небольшой подарок, что было очень приятно и неожиданно.",5,ru
Сапасы керемет. Өте ылғалды сулықтар. Әсіресе кішкентай балалары бар үйге жақсы. Бағасы тиімді. Алуға кеңес беремін.,5,kaz
Өте жақсы ұнады!Қолдануға болады!.,5,kaz
Күшті керемет.,5,kaz
"Отличные салфетки, спасибо продавцу и курьеру за быструю доставку!",5,ru
"Рақмет көп. Өте арзан және иісі жағымды, еще быстро доставили.",5,kaz
За такую цену очень даже хорошие.,5,mixed
Өте керемет + подарок келді.,5,kaz
"Всегда беру их хорошие, не сухие, приятно пахнут, ребенку подошло.",5,ru
Быстрая доставка.,5,ru
Хорошие салфетки.,5,kaz
"Жақсы сулықтар, алуға кеңес беремін.",5,kaz
"Тиімді, өте жақсы.",5,kaz
"Очень даже хорошие салфетки для своей цены, большой объём. Пришло всё целое.",5,ru
"Очень даже хорошие салфетки для своей цены, объем большой, пришли в целости.",5,ru
Иісі прям күшті.,5,kaz
Отличные салфетки и самая лучшая цена.,5,ru
"Күшті сальфетка, ұнады маған, уақытында келді.",5,kaz
"Спасибо, пришло вовремя. Советую, спасибо, пришло вовремя.",5,ru
Очень мягкая и приятный запах.,5,ru
"Заказываем не первый раз. Отличные салфетки. Цена то, что надо.",5,ru
Жақсы салфеткалар.,5,kaz
"Хорошие салфетки, всегда покупаю именно их.",5,ru
Классные салфетки.,5,kaz
"Классные салфетки, пользуемся в основном ими, цена=качество.",5,ru
Очень классные! Цена еще лучше!,5,ru
Очень хорошая салфетка.,5,ru
Спасибо огромное. Всё пришло раньше времени.,5,ru
Часто пользуемся. Хорошие салфетки. Доставили раньше на день.,5,ru
"Уже второй раз приобретаю, так как понравились и цена прикольная, сами тоже вкусно пахнут.",5,mixed
Очень хорошие и приятные салфетки по выгодной стоимости. Буду заказывать еще.,5,ru
Понравилась.,5,kaz
Жаксы. Уақытынан ерте келді.,5,kaz
Жақсыы советую. Уақытында келді.,5,kaz
Хороший товар.,5,kaz
Уақытында келді. Тура суреттегідей. Көп рақмет.,5,kaz
"Салфетки объёмные, за такую сумму очень хорошо. позже ещё возьму.",5,ru
Күшті салфетқа.,5,kaz
"Салфетки очень вкусно пахнут, хватает надолго. Быстрая доставка!",5,ru
Өте жақсы қасына кішкентай салфетка подаркаға салып жіберіпті.,5,kaz
Күшті болып келді.,5,kaz
"Уақытынан тез келді, сапасыда жақсы екен.",5,kaz
Постоянно покупаю именно эти влажные салфетки.,5,ru
"Все как на картинке. Очень хорошие салфетки, хорошо пропитаны. Всегда их беру.",5,ru
"Салфетка ұнады. Арзан баға, әрі ішінде көп данасы бар.",5,kaz
Быстрая доставка и качество.,5,ru
Нормальные салфетки.,5,kaz
"Очень большая пачка, все пришло четко и вовремя.",5,ru
"Спасибо, брала на садик и цена очень удивила, доставка тоже быстрая.",5,ru
Өте жақсы. Тез жеткізілді.,5,kaz
"Очень экономный, хорошие салфетки.",5,ru
Хорошие салфетки. Качественно и приятный запах.,5,ru
Отличные мокрые салфетки. Рекомендую!,5,ru
Салфетки супер.,5,kaz
"Все пришло отлично, даже раньше срока.",5,ru
"Очень хорошие салфетки, не содержат спирта, что очень важно для ежедневного использования. Советую к покупке!",5,ru
Хорошие салфетки. Свежий срок. Один минус - крышка сразу порвалась(.,4,ru
"Низкая цена, супер! Быстро доставили. Ещё подарок положили, спасибо.",5,kaz
"Иісі күшті, сыйлыққа кішкентайын сап жіберді.",5,kaz
Жақсы баға.,5,kaz
Иісі жақсы екен.,5,kaz
"Рахмет жұмсақ, иісі күшті, жақсы тазалайды.",5,kaz
"Очень хорошие салфетки, универсальные такие, еще нигде не продается, такого одного хватит надолго, советую всем.",5,ru
Салфетки 120 шт. За такую цену считаю находка. Упакованы отлично. Спасибо продавцу.,5,ru
"Очень сильно понравились эти влажные салфетки, советую брать всем и акция хорошая.",5,ru
Арзан әрі керемет. Жанында сыйлығы бар.,5,kaz
Большая пачка салфеток. Хватает надолго. Хороший срок годности. Будем заказывать еще для детского сада.,5,ru
Классная салфетка.,5,kaz
Отличная цена и качество.,5,ru
"Очень хорошие салфетки, беру только их.",5,ru
Очень хороший товар.,5,ru
Flovell Care 120 шт. Отличный товар. Такие влажные. Недорого.,5,ru
Классные.,5,kaz
"Влажные салфетки, очень хорошие, приятно пахнет, доставка раньше времени, спасибо большое продавцу.",5,ru
Хорошие салфетки. Запах приятный.,5,mixed
"Хорошие салфетки, цена доступная. Благодарю магазин FurniTech за скорую доставку и за презент. Очень приятно.",5,ru
"Өте керемет салфетка, ылғалды, иісі күшті.",5,kaz
"Супер салфетки, без запаха.",5,ru
"Салфетки соответствуют, большая упаковка по супер цене, ещё и подарочек положили, спасибо.",5,ru
"Доставили быстро, цена отличная. Спасибо за подарочек. Рекомендую магазин.",5,ru
"Хорошие салфетки, бонусом положили еще маленькие салфетки, спасибо приятно.",5,ru
"Салфетки просто шикарные, качество аромат в меру влажные, без содержания спирта отлично подходят для моей малышки заказываю не раз супер советую.",5,ru
Салфетки топ.,5,kaz
"Рақмет, өте ұнады. Ішінде кішкентай тағы бір влажн салфеткасы бар.",5,kaz
"Салфетки большие, то что надо. По цене очень приятно за такое количество салфеток, рекомендую.",5,ru
"Благодарю за своевременную доставку. Салфетки нравятся, очень хорошие. Благодарю за подарочек.",5,ru
"Отличные салфетки, доставка раньше времени и спасибо за подарок.",5,ru
"Классные салфетки, приятный запах, я в восторге, еще положили подарочек.",5,ru
"Flovell Care үлкен влажкасын Kaspi арқылы заказ бердім. Өте сапалы, жұмсақ, иісі жағымды, теріге керемет әсер етеді. Ең қуантқаны — сатушы кішкентай майлықты сыйлық ретінде салып жіберіпті. Осындай қамқорлық үшін үлкен рақмет! Ұнады, енді тек осы марканы алам Navien магазиніне көптен көп рақмет! Заказала большие влажные салфетки Flovell Care через Kaspi. Качество отличное — мягкие, приятно пахнут, не раздражают кожу. Продавец положил маленькие салфетки в подарок. Очень приятно! Спасибо за заботу, буду заказывать только эту марку.",5,mixed
"Долгое время покупаем эти салфетки, очень довольны.",5,ru
"Хорошие салфетки за такую цену, еще и подарок положили.",5,ru
Постоянно заказываю. Хорошие салфетки и цена приятная. Доставили раньше срока. Положили подарочек.,5,ru
Салфетки беру не в первый раз. Супер! Большие размером и количеством. Еще и подарок положили. Спасибо) Приятно.,5,ru
"Хорошие салфетки, положили еще подарок.",5,ru
Керемет тиімді баға.,5,kaz
Күшті салфетка! 3 рет алдым. Тез жеткізіп берді. Иісі де жақсы. Силығы да бар қасында еше арзан.,5,kaz
Большое спасибо. Доставка вовремя. Влажные салфетки понравились.,5,mixed
"Хорошие салфетки, большая упаковка и цена отличная. Спасибо за подарок!",5,ru
"Классные салфетки, заказываем не первый раз, стоит за свою цену, приятный запах.",5,ru
Спасибо за доставку.,5,ru
Күшті иісі ұнады.,5,kaz
"Отличные салфетки, пользуюсь каждый день! Применяю их от загрязнения рук после похода на почту или магазин и т. д, кладу их в контейнеры баночки и использую по назначению! Спасибо магазину и Каспи!",5,ru
"Очень понравились эти влажные салфетки! Они мягкие, хорошо очищают кожу и имеют приятный аромат. Не вызывают раздражения, удобно брать с собой в дорогу. Отличное соотношение цены и качества, рекомендую!",5,ru
"Каждый раз заказываю эти салфетки, все устраивает, спасибо.",5,ru
"Влажные салфетки Flovell Care в количестве 120 штук отличные. Достоинства: 1) не вызывает аллергии, сыпи. 2) приемлемая цена. 3) доступность покупки в любое для вас время (продавцы ACONA и Каспи доставщики в этом лучшие) 4) не содержит спирта и парабена. 5) отечественный производитель KZ. Недостатков: нет.",5,ru
Хорошие салфетки.,5,kaz
Запах.,5,kaz
қасына сыйлыққа кішкентай влажка қосыпты приятноо.,5,kaz
"Салфетки просто огонь, большие, плотные. Только их и беру постоянно. Спасибо за маленький презентик.",5,ru
"Салфетки мягкие, нежный приятный запах, соотношение: цена- качество, беру только их, рекомендую. Спасибо за подарок.",5,ru
"Дүкенге рахмет, бағасы тиімді әрі сапалы.",5,kaz
"Иісі жақсы екен, ұнады.",5,kaz
Ашатын жері қисық орнатылған.,3,kaz
"Качество салфеток отличное, взяла в доче для сада, буду заказывать еще, цена мне очень понравилась. Продавец вежливый, рекомендую продавца. Спасибо за презент.",5,ru
Күшті за подарок спасибо,5,ru
"Өте күшті салфетка, подарка үшін рахмет.",5,kaz
"Спасибо, очень классные салфетки! За подарок тоже спасибо.",5,ru
"Ақшасына стоит өте жақсы, тез жеткізді.",5,kaz
"Хорошие влажные салфетки, не содержат спирта, спасибо за подарок, рекомендую.",5,ru
"Салфетки сухие, открыла сегодня, влажности нет.",1,kaz
"Иісі жағымды, мөлшері прям үлкен, маған қатты ұнады көпке жетеді.",5,kaz
Күшті ұнады тағыда аламын.,5,kaz
"Полностью соответствуют заявленной характеристике. Высокое качество по самой низкой цене. Благодарю за подарок, приятно внимание. Сервис отменный!",5,ru
"Замечательные салфетки! Купил 120 еще и в подарок положили еще 15, приятный бонус. О товаре: Запах приятный. Сроки годности до 27 года. Гипоаллергенные. Заказывал в Каспи Магазине Ресанта Компани.",5,ru
Качественные салфетки! Советую! Беру уже не первый раз.,5,ru
"Маған ұнады исі бәрі күшті, сыйлыққа рахмеет. Доставка уақытыснан ерте келді.",5,kaz
ИП Аманда. Спасибо. Быстрая доставка. Салфетки классные.,5,ru
"Привезли хорошо упакованные, вкусно пахнут как будто сладеньким чем то, буду еще заказывать спасибо большое.",5,ru
"В отличие от других брендов, в этом плотный материал. Удобен в использовании. Получили подарок от магазина. Спасибо.",5,ru
"Не первый раз берём. Хорошие салфетки, приятно пахнут, положили в подарок ещё маленькие салфетки, в машину как раз пойдут.",5,ru
"Много, удобно пользоваться.",5,kaz
"Понравился объем и то что можно с первых дней жизни использовать, для новорожденного, который какает по 5-6 раз в день самое то.",5,ru
За подарочек спасибо.,5,kaz
"Рахмет ұнады, қасына қосымша салеткасымен бірге келді. Бағасы тиімді.",5,kaz
Салфетки очень классные.,5,ru
"Хорошие салфетки за хорошую цену. Вкусно пахнут, достаточно влажные, заказ пришёл быстро, продавец вежливый. Покупкой довольна.",5,mixed
Самые хорошие бюджетные перчатки.,5,mixed
За такую цену хороший товар.,5,ru
"ылғалды сулықтар бұрыннан ұнайды және қолданып келемін, алуға кеңес беремін.",5,kaz
Классная салфетка.,5,kaz
"Нежный аромат, максимальный - по количеству в упаковке, отличная акция Магнум спасибо. Каспи на высоте.",5,ru
Стеклянные.,2,kaz
"Хорошие салфетки, спасибо за подарочек.",5,ru
"Өзі арзан, өзі маржан. Сапасы керім жұп жұқа емес, еще көлемі де ұзынырақ.",5,kaz
Бағасыда качествосы да күшті. Уақытында келді. Рақмет!.,5,kaz
"Алуға кеңес беремін, қасына подарка қосып жіберіпті. Өте арзан және жақсы салфетка.",5,kaz
"Отличный товар нашего производства, рекомендую.",5,ru
Отличный товар. Вежливость и подход продавца магазина Ilgiza заслуживает отдельной оценки в 100 баллов.,5,ru
Хорошие салфетки.,5,kaz
"Хорошие салфетки, берём не первый раз.",5,ru
Күшті товар.,5,kaz
Классные салфетки.,5,kaz
Спасибо ai-duken и конечно же Каспи Магазину доставили ранее.,5,mixed
"Доставка вовремя, упаковка целая, постоянно беру только эти салфетки, соотношение цена качество супер.",5,ru
Салфетки хорошего качества.,5,ru
Салфетки хорошие.,5,kaz
"Салфеткалар өте тамаша, өзіме қатты ұнады, бағасыда арзан.",5,kaz
"Өте жақсы салфетка, алуларыңызға кеңес беремін, Каспиге рахмет!.",5,kaz
"Салфетка просто бомба, ещё с подарками отправили. Спасибо PATRIOT-KZ.",5,ru
"Советую всем, запах шикарный!",5,ru
Мне нравится именно эти влажные салфетки. Уже во 2 раз отправляют с подарком. Спасибо огромное.,5,ru
"Ранее уже брала эти салфетки, очень понравились. Спасибо магазину, все в коробке, доставка раньше времени.",5,ru
"Постоянно беру эти салфетки! Детям нравится! Цена демократичная! Доставили в срок. Упакована качественно, без повреждений! Спасибо сотрудникам Каспи!",5,ru
Рахмет! 3 інші рет алып жатырмын. Қасындағы сыйлығына да рахмет!.,5,kaz
Күшті болып келді.,5,kaz
"Хорошие салфетки, качество очень хорошее.",5,ru
Тез уақытылы жеткізілді! Бағасы өте тиімді.,5,kaz
"Хорошие салфетки, очень вкусно пахнут.",5,ru
Самые хорошие салфетки. Заказывала у Aurora mall.,5,ru
"Салфетки как салфетки, купил чтобы были в машине.",5,ru
Салфетка очень хорошая.,5,mixed
Хорошие салфетки.,5,kaz
"Салфетки по очень низкой цене, положили в подарок мини салфетки очень приятно, товар качественный всегда остаюсь довольна доставка быстрая.",5,ru
Өте ылғалды күшті салфетка.,5,kaz
Хорошие салфетки. Всегда беру для работы. Очень экономичные.,5,ru
Самые лучшие салфетки! И цена приемлемая! Пользуемся уже несколько лет только этими салфетками! Отдельное спасибо за подарочек.,5,ru
"Өте жақсы салфетка, бағасы да арзан.",5,kaz
"Хорошие салфетки. Отлично убирает грязь, десять из десяти.",5,ru
"Приятно удивили! Салфетки просто отличные, по качеству нареканий нет, а цена вообще огонь. Очень хочется, чтобы вы держали такой ценник стабильно, ведь с таким подходом останетесь явными фаворитами! Отдельное спасибо за приятный бонус — мини-подарок в виде 8 влажных салфеток. Не ожидала, а размер у них приличный, не какие-то миниатюрные. Patriot-kz, вы молодцы! Конкуренты, берите на заметку, именно так завоёвывается доверие покупателей.",5,ru
"Запах очень приятный, за такую цену просто.",5,ru
Покупаю потому что нравится запах.,5,ru
"Супер влажные хорошие салфетки. Не слишком мокрые, не слишком сухие. В меру влажные. Удобные и цена классная. И запах классный.",5,ru
"Приятные, цена ок.",5,kaz
"Классные салфетки, большая пачка по приятной цене.",5,ru
Хорошая вещь.,5,ru
"Покупаю не в первый раз, хорошие салфетки за такую цену и запах приятный.",5,ru
"Классные салфетки. Давно пользуюсь, а цена вообще супер.",5,ru
Хорошие салфетки!,5,kaz
Берём для ребенка.,5,mixed
Беру их на постоянной основе. Мне нравится. Использую их и для домашних целей. Спасибо большое магазину за быструю доставку.,5,ru
"Постоянно берём, хорошее качество, не тонкие. Ненавязчивый запах.",5,ru
Свежие хорошие салфетки. Доставка вовремя. Спасибо.,5,ru
Беру не первый раз. Отличные салфетки и обслуживание на 5!,5,ru
"Иісі қатты шығады, сабыны көп.",1,kaz
Подаркасымен келді рахмет Patriot-kz осыдан алдым иісіде өте керемет.,5,kaz
"Очень хорошие салфетки, спасибо за подарок.",5,ru
"Доставили в срок, салфетки отличные, использую в доме и в машине. Положили в подарок еще маленькую пачку салфеток, спасибо!",5,ru
"Отличные салфетки, покупаю уже несколько раз! Положили подарок.",5,ru
"Салфетки отличные, большие по размеру и цена очень радует!",5,ru
"Заказала салфетки 120 шт, в подарок положили еще одни, так приятно. Спасибо магазину Патриот!",5,ru
"Жанына тағы біреуі салып жіберіпті, кішкентайайын, рахмет.",5,kaz
Пачка очень большая. Спасибо продавцу за маленький подарок - пачку мини салфеток. Очень приятно.,5,mixed
"Заказала влажные салфетки 3 шт сразу, так как я очень люблю этой марки! Они очень приятно пахнут, довольно большие! Спасибо большое продавцу магазина, что положили разные виды, этим порадовали! Всем рекомендую этот магазин! В этого продавца все товары и вся продукция качественная! Заказывайте смело, не пожалеете! Доставили товар на день раньше, спасибо Каспи, красавчики!",5,ru
Хорошие салфетки. Очень влажные с приятным ароматом.,5,ru
