,text,language,label
242732,@adiyashahs @iseqwe @Tackler_328 @Ystavasi @lyblybeze @meooww_23 @kolarvv @olimpiada_france @,mixed,
242733,"**Ведётся набор в игру**
__Зарегистрировались:__

[RAM 17 GB](tg://user?id=948438236), [arsen](tg://user?id=1035600134), [Suomen](tg://user?id=1203932905), [~bbkhanym~](tg://user?id=1238874777), [Tackler](tg://user?id=1703987937)

Итого **5** чел.",mixed,
242744,а и ещё айлтс подкачать надо чтобы хотябы минимум был,mixed,
242755,@wonderifyoucare @adiyashahs @Ystavasi [IMT](tg://user?id=5919627899) @lyblybeze @kolarvv @meooww_23 @temike,mixed,
242797,"**Результаты голосования:**
4   |  0 

[**aruzhan.**](tg://user?id=1393643593) __линчевали на дневном собрании!__
Он был **Маньяк**..",mixed,
242802,Я серж диль люба флолез ком,mixed,
242812,"Кто-то из жителей слышал, как [арс](tg://user?id=930936280) кричал перед смертью:
__данкэщон ебать созим жок__",mixed,
242840,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. ['FlawLezzly](tg://user?id=1416323800)
3. [Capone ""Gangster""](tg://user?id=1008713665)
4. [Meow!](tg://user?id=5645011811)
5. [аружаным](tg://user?id=611814985)
6. [Sam](tg://user?id=1497390139)
7. [smile](tg://user?id=6367906911)
9. [Suomen](tg://user?id=1203932905)
11. [арс](tg://user?id=930936280)
12. [azhar](tg://user?id=824840618)
13. [диль](tg://user?id=1626577475)
14. [aruzhan.](tg://user?id=1393643593)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Мафия - 2, Маньяк, Любовница, Сержант, Самоубийца, Оборотень

**Всего:** 12",mixed,
242886,"Сегодня был жестоко убит **Камикадзе **[**Suomen**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Маньяк, Дон**


Сегодня был жестоко убит **Маньяк **[**IMT**](tg://user?id=5919627899)...
Говорят, у него в гостях был **Камикадзе**


Сегодня был жестоко убит **Дон **[**аружаным**](tg://user?id=611814985)...
Говорят, у него в гостях был **Камикадзе**",mixed,
242887,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
3. [smile](tg://user?id=6367906911)
6. [IMT](tg://user?id=5919627899)
7. [диль](tg://user?id=1626577475)
9. [aruzhan.](tg://user?id=1393643593)
10. [аружаным](tg://user?id=611814985)
11. [arsen](tg://user?id=1035600134)
12. [Sam](tg://user?id=1497390139)
13. [mansia](tg://user?id=1065116091)
14. ['FlawLezzly](tg://user?id=1416323800)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 2, Маньяк, Любовница, Самоубийца

**Всего:** 10",mixed,
242897,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
3. [smile](tg://user?id=6367906911)
4. [арс](tg://user?id=930936280)
5. [Meow!](tg://user?id=5645011811)
6. [IMT](tg://user?id=5919627899)
7. [диль](tg://user?id=1626577475)
9. [aruzhan.](tg://user?id=1393643593)
10. [аружаным](tg://user?id=611814985)
11. [arsen](tg://user?id=1035600134)
12. [Sam](tg://user?id=1497390139)
13. [mansia](tg://user?id=1065116091)
14. ['FlawLezzly](tg://user?id=1416323800)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 3, Маньяк, Любовница, Сержант, Самоубийца

**Всего:** 12",mixed,
242927,"Кто-то из жителей слышал, как [ain't](tg://user?id=1186615860) кричал перед смертью:
__айбыы
мяу адвокат, баска инфа жок менде__",mixed,
242932,"**Живые игроки:**
1. [Meow!](tg://user?id=5645011811)
2. [Sam](tg://user?id=1497390139)
3. ['FlawLezzly](tg://user?id=1416323800)
4. [aruzhan.](tg://user?id=1393643593)
5. [диль](tg://user?id=1626577475)
6. [Capone ""Gangster""](tg://user?id=1008713665)
7. [аружаным](tg://user?id=611814985)
8. [ain't](tg://user?id=1186615860)
10. [arsen](tg://user?id=1035600134)
12. [IMT](tg://user?id=5919627899)
13. [RAM 17 GB](tg://user?id=948438236)
14. [арс](tg://user?id=930936280)
15. [Suomen](tg://user?id=1203932905)

**Из них:** Адвокат, Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 4, Любовница, Сержант

**Всего:** 13",mixed,
242947,@iseqwe больше так не делай,mixed,
242970,"Сегодня был жестоко убит **Комиссар Каттани **[**'FlawLezzly**](tg://user?id=1416323800)...
Говорят, у него в гостях был **Дон**


Сегодня был жестоко убит **Камикадзе **[**диль**](tg://user?id=1626577475)...
Говорят, у него в гостях был **Маньяк**


Сегодня был жестоко убит **Маньяк **[**Suomen**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Камикадзе**",mixed,
242971,"**Живые игроки:**
1. [Sam](tg://user?id=1497390139)
2. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [Солнышко](tg://user?id=5943709807)
7. [mansia](tg://user?id=1065116091)
8. [aruzhan.](tg://user?id=1393643593)
9. [аружаным](tg://user?id=611814985)
10. [диль](tg://user?id=1626577475)
12. [smile](tg://user?id=6367906911)
13. [Meow!](tg://user?id=5645011811)
14. [arsen](tg://user?id=1035600134)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 4, Маньяк, Самоубийца

**Всего:** 11",mixed,
242990,"**Живые игроки:**
1. [Sam](tg://user?id=1497390139)
2. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [Солнышко](tg://user?id=5943709807)
7. [mansia](tg://user?id=1065116091)
8. [aruzhan.](tg://user?id=1393643593)
9. [аружаным](tg://user?id=611814985)
10. [диль](tg://user?id=1626577475)
11. [арс](tg://user?id=930936280)
12. [smile](tg://user?id=6367906911)
13. [Meow!](tg://user?id=5645011811)
14. [arsen](tg://user?id=1035600134)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Маньяк, Самоубийца, Оборотень

**Всего:** 12",mixed,
242997,"**Живые игроки:**
1. [Sam](tg://user?id=1497390139)
2. [Suomen](tg://user?id=1203932905)
4. [Tackler](tg://user?id=1703987937)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [Солнышко](tg://user?id=5943709807)
7. [mansia](tg://user?id=1065116091)
8. [aruzhan.](tg://user?id=1393643593)
9. [аружаным](tg://user?id=611814985)
10. [диль](tg://user?id=1626577475)
11. [арс](tg://user?id=930936280)
12. [smile](tg://user?id=6367906911)
13. [Meow!](tg://user?id=5645011811)
14. [arsen](tg://user?id=1035600134)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Маньяк, Любовница, Самоубийца, Оборотень

**Всего:** 13",mixed,
242999,С аты до кокша на машине прикиньте,mixed,
243003,Ким старт басады сол плохой,mixed,
243006,@wonderifyoucare @Ystavasi [IMT](tg://user?id=5919627899) @Sam01249 @Tackler_328 @uri9158 @kolarvv @iseqwe @Sh0_0ky,mixed,
243034,Крч я сержант смайл маф,mixed,
243038,"**Живые игроки:**
1. [smile](tg://user?id=6367906911)
2. [mansia](tg://user?id=1065116091)
3. [RAM 17 GB](tg://user?id=948438236)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [arsen](tg://user?id=1035600134)
7. [Солнышко](tg://user?id=5943709807)
8. [Sam](tg://user?id=1497390139)
9. [арс](tg://user?id=930936280)
10. [Meow!](tg://user?id=5645011811)
11. [аружаным](tg://user?id=611814985)
12. [ain't](tg://user?id=1186615860)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Любовница, Сержант, Оборотень

**Всего:** 12",mixed,
243048,"Аружан люба, гоха док, айнт ком, Арс и таклер мафв",mixed,
243053,!ком вообще не истеп жатыр,mixed,
243055,Ля я бомж таклер дон,mixed,
243061,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
2. [ain't](tg://user?id=1186615860)
3. [Suomen](tg://user?id=1203932905)
4. [Tackler](tg://user?id=1703987937)
6. [аружаным](tg://user?id=611814985)
7. [smile](tg://user?id=6367906911)
8. [Meow!](tg://user?id=5645011811)
9. [RAM 17 GB](tg://user?id=948438236)

**Из них:** Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница

**Всего:** 8",mixed,
243065,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
2. [ain't](tg://user?id=1186615860)
3. [Suomen](tg://user?id=1203932905)
4. [Tackler](tg://user?id=1703987937)
5. [arsen](tg://user?id=1035600134)
6. [аружаным](tg://user?id=611814985)
7. [smile](tg://user?id=6367906911)
8. [Meow!](tg://user?id=5645011811)
9. [RAM 17 GB](tg://user?id=948438236)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница

**Всего:** 9",mixed,
243066,Щя жб арсен бомж болады,mixed,
243076,сори след раз я занят жетск,mixed,
243108,"**Top Players**
1. Баглан – **218**
2. ŝķæð | Bløød – **56**
3. 'FlawLezzly – **27**
4. Adiya – **5**",mixed,
243110,"**Top Players**
1. ŝķæð | Bløød – **11950**
2. 'FlawLezzly – **4650**
3. Баглан – **1500**",mixed,
243112,"**Top Players**
1. RAM 17 GB – **52**
2. ŝķæð | Bløød – **33**
3. Аппарат Гольджи – **16**
4. arsen – **15**
5. Meow! – **12**
6. 'FlawLezzly – **10**
7. Suomen Ampuja – **10**
8. ཋℷℵℷ – **6**",mixed,
243113,"**Top Players**
1. ŝķæð | Bløød – **250**
2. 'FlawLezzly – **192**
3. arsen – **119**
4. RAM 17 GB – **78**
5. Alexander Kim – **67**
6. temikkeee – **34**
7. Suomen Ampuja – **18**",mixed,
243114,"**Top Players**
1. ŝķæð | Bløød – **200**
2. RAM 17 GB – **157**
3. 'FlawLezzly – **140**
4. arsen – **138**
5. temikkeee – **118**
6. Suomen Ampuja – **55**",mixed,
243118,"**Игра окончена!**

**Победители:**
    1. [Suomen סיגמה](tg://user?id=1203932905) - **Любовница**
    2. [Sam](tg://user?id=1497390139) - **Доктор**

**Другие пользователи:**
    3. [арс](tg://user?id=930936280) - **Комиссар Каттани**
    4. [RAM 17 GB](tg://user?id=948438236) - **Дон**
    5. [ཋℷℵℷ](tg://user?id=6957022733) - **Мирный Житель**

Игра длилась: 4 минут",mixed,
243121,[Suomen סיגמה](tg://user?id=1203932905) голосовал(а) за: [RAM 17 GB](tg://user?id=948438236),mixed,
243122,[RAM 17 GB](tg://user?id=948438236) голосовал(а) за: [Suomen סיגמה](tg://user?id=1203932905),mixed,
243125,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
3. [Sam](tg://user?id=1497390139)
4. [Suomen סיגמה](tg://user?id=1203932905)

**Из них:** Доктор, Дон, Любовница

**Всего:** 3

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243127,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
3. [Sam](tg://user?id=1497390139)
4. [Suomen סיגמה](tg://user?id=1203932905)
5. [арс](tg://user?id=930936280)

**Из них:** Комиссар Каттани, Доктор, Дон, Любовница

**Всего:** 4",mixed,
243131,[Suomen סיגמה](tg://user?id=1203932905) голосовал(а) за: [Sam](tg://user?id=1497390139),mixed,
243134,не арс не суомен не я,mixed,
243137,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
3. [Sam](tg://user?id=1497390139)
4. [Suomen סיגמה](tg://user?id=1203932905)
5. [арс](tg://user?id=930936280)

**Из них:** Комиссар Каттани, Доктор, Дон, Любовница

**Всего:** 4

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243138,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
2. [ཋℷℵℷ](tg://user?id=6957022733)
3. [Sam](tg://user?id=1497390139)
4. [Suomen סיגמה](tg://user?id=1203932905)
5. [арс](tg://user?id=930936280)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Любовница

**Всего:** 5",mixed,
243141,"**Игра окончена!**

**Победители:**
    1. [Sam](tg://user?id=1497390139) - **Бомж**
    2. ['FlawLezzly](tg://user?id=1416323800) - **Мирный Житель**
    3. [диль](tg://user?id=1626577475) - **Комиссар Каттани**

**Другие пользователи:**
    4. [Suomen סיגמה](tg://user?id=1203932905) - **Доктор**
    5. [RAM 17 GB](tg://user?id=948438236) - **Любовница**
    6. [ཋℷℵℷ](tg://user?id=6957022733) - **Мафия**
    7. [арс](tg://user?id=930936280) - **Дон**

Игра длилась: 4 минут",mixed,
243151,"Кто-то из жителей слышал, как [Suomen סיגמה](tg://user?id=1203932905) кричал перед смертью:
__Иврит маф жб__",mixed,
243154,"Сегодня был жестоко убит **Доктор **[**Suomen סיגמה**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Дон**",mixed,
243155,"**Живые игроки:**
1. [RAM 17 GB](tg://user?id=948438236)
2. [Suomen סיגמה](tg://user?id=1203932905)
3. [арс](tg://user?id=930936280)
4. [Sam](tg://user?id=1497390139)
5. [диль](tg://user?id=1626577475)
6. ['FlawLezzly](tg://user?id=1416323800)
7. [ཋℷℵℷ](tg://user?id=6957022733)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Мафия, Любовница

**Всего:** 7",mixed,
243166,"**Живые игроки:**
3. [ཋℷℵℷ-](tg://user?id=6957022733)
5. [арс](tg://user?id=930936280)
7. [aiym](tg://user?id=1641565021)
8. [диль](tg://user?id=1626577475)
9. [ain't](tg://user?id=1186615860)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж

**Всего:** 5",mixed,
243181,зэтс джаст а гэйм гайс,mixed,
243184,кудайдан кайтсын енди не дим,mixed,
243185,"Кто-то из жителей слышал, как [ain't](tg://user?id=1186615860) кричал перед смертью:
__это что за буллинг новеньких
бирден оле бердим гой ск__",mixed,
243190,"**Живые игроки:**
2. [Suomen](tg://user?id=1203932905)
3. [ain't](tg://user?id=1186615860)
4. [RAM 17 GB](tg://user?id=948438236)
5. [sunkar](tg://user?id=1888502185)
7. [aiym](tg://user?id=1641565021)
8. [диль](tg://user?id=1626577475)
9. [арс](tg://user?id=930936280)
10. [arsen](tg://user?id=1035600134)

**Из них:** Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 8",mixed,
243193,ГИБА Я ТЕБЯ БЛОКНУ ЩАС,mixed,
243198,"**Живые игроки:**
1. ['FlawLezzly](tg://user?id=1416323800)
2. [Suomen](tg://user?id=1203932905)
3. [ain't](tg://user?id=1186615860)
4. [RAM 17 GB](tg://user?id=948438236)
5. [sunkar](tg://user?id=1888502185)
6. [ཋℷℵℷ](tg://user?id=6957022733)
7. [aiym](tg://user?id=1641565021)
8. [диль](tg://user?id=1626577475)
9. [арс](tg://user?id=930936280)
10. [arsen](tg://user?id=1035600134)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 10",mixed,
243215,щас полезно было бы в айым стрельнуть,mixed,
243225,"Сегодня был жестоко убит **Камикадзе **[**арс**](tg://user?id=930936280)...
Говорят, у него в гостях был **Комиссар Каттани**


Сегодня был жестоко убит **Комиссар Каттани **[**ཋℷℵℷ**](tg://user?id=6957022733)...
Говорят, у него в гостях был **Камикадзе**


Сегодня был жестоко убит **Доктор **[**Suomen**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Дон**",mixed,
243226,"**Живые игроки:**
1. [ain't](tg://user?id=1186615860)
2. [aruzhan.](tg://user?id=1393643593)
3. [sunkar](tg://user?id=1888502185)
4. ['FlawLezzly](tg://user?id=1416323800)
5. [арс](tg://user?id=930936280)
6. [Suomen](tg://user?id=1203932905)
7. [ཋℷℵℷ](tg://user?id=6957022733)
8. [aiym](tg://user?id=1641565021)
9. [диль](tg://user?id=1626577475)
10. [arsen](tg://user?id=1035600134)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 10",mixed,
243233,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [sunkar](tg://user?id=1888502185)
3. [ཋℷℵℷ](tg://user?id=6957022733)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [aiym](tg://user?id=1641565021)
8. [арс](tg://user?id=930936280)
9. [aruzhan.](tg://user?id=1393643593)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия, Любовница, Оборотень

**Всего:** 8

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243234,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [sunkar](tg://user?id=1888502185)
3. [ཋℷℵℷ](tg://user?id=6957022733)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [aiym](tg://user?id=1641565021)
8. [арс](tg://user?id=930936280)
9. [aruzhan.](tg://user?id=1393643593)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия, Любовница, Оборотень

**Всего:** 8",mixed,
243236,аружан пиздит on purpose x2,mixed,
243237,аружанга сену калып еди в 2024 году,mixed,
243240,[aruzhan.](tg://user?id=1393643593) голосовал(а) за: [RAM 17 GB](tg://user?id=948438236),mixed,
243245,"Кто-то из жителей слышал, как [ain't](tg://user?id=1186615860) кричал перед смертью:
__менен не жамандык кординдер ужас
рэм маф__",mixed,
243246,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [sunkar](tg://user?id=1888502185)
3. [ཋℷℵℷ](tg://user?id=6957022733)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [aiym](tg://user?id=1641565021)
8. [арс](tg://user?id=930936280)
9. [aruzhan.](tg://user?id=1393643593)
10. [RAM 17 GB](tg://user?id=948438236)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 9

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243248,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [sunkar](tg://user?id=1888502185)
3. [ཋℷℵℷ](tg://user?id=6957022733)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [aiym](tg://user?id=1641565021)
7. [ain't](tg://user?id=1186615860)
8. [арс](tg://user?id=930936280)
9. [aruzhan.](tg://user?id=1393643593)
10. [RAM 17 GB](tg://user?id=948438236)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Камикадзе, Мафия - 2, Любовница, Сержант, Оборотень

**Всего:** 10",mixed,
243250, [sunkar](tg://user?id=1888502185) решил никого не вешать..,mixed,
243255,"**Живые игроки:**
1. [arsen](tg://user?id=1035600134)
2. [sunkar](tg://user?id=1888502185)
3. [ཋℷℵℷ](tg://user?id=6957022733)
4. [Suomen](tg://user?id=1203932905)
5. ['FlawLezzly](tg://user?id=1416323800)
6. [aiym](tg://user?id=1641565021)
7. [ain't](tg://user?id=1186615860)
8. [арс](tg://user?id=930936280)
9. [aruzhan.](tg://user?id=1393643593)
10. [RAM 17 GB](tg://user?id=948438236)
11. [диль](tg://user?id=1626577475)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Сержант, Оборотень

**Всего:** 11",mixed,
243259,арсен не печатац ты сдох,mixed,
243264,"**Живые игроки:**
1. [aiym](tg://user?id=1641565021)
2. [aruzhan.](tg://user?id=1393643593)
3. [ain't](tg://user?id=1186615860)
5. [Suomen](tg://user?id=1203932905)
6. [арс](tg://user?id=930936280)
7. ['FlawLezzly](tg://user?id=1416323800)
8. [диль](tg://user?id=1626577475)
9. [ཋℷℵℷ](tg://user?id=6957022733)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3

**Всего:** 9

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243266,"**Живые игроки:**
1. [aiym](tg://user?id=1641565021)
2. [aruzhan.](tg://user?id=1393643593)
3. [ain't](tg://user?id=1186615860)
4. [arsen](tg://user?id=1035600134)
5. [Suomen](tg://user?id=1203932905)
6. [арс](tg://user?id=930936280)
7. ['FlawLezzly](tg://user?id=1416323800)
8. [диль](tg://user?id=1626577475)
9. [ཋℷℵℷ](tg://user?id=6957022733)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Оборотень

**Всего:** 10",mixed,
243272,да я сам хз ваше,mixed,
243276,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия, Оборотень

**Всего:** 7",mixed,
243280,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия, Оборотень

**Всего:** 7

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243282,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)
11. [Aryn](tg://user?id=6683128192)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия, Любовница, Оборотень

**Всего:** 8",mixed,
243286,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)
11. [Aryn](tg://user?id=6683128192)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия, Любовница, Оборотень

**Всего:** 8

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243288,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
6. ['FlawLezzly](tg://user?id=1416323800)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)
11. [Aryn](tg://user?id=6683128192)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия, Любовница, Сержант, Оборотень

**Всего:** 9",mixed,
243302,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
2. [sunkar](tg://user?id=1888502185)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
6. ['FlawLezzly](tg://user?id=1416323800)
7. [klmarzhn](tg://user?id=1190691397)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)
11. [Aryn](tg://user?id=6683128192)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Сержант, Оборотень

**Всего:** 10

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243304,"**Живые игроки:**
1. [арс](tg://user?id=930936280)
2. [sunkar](tg://user?id=1888502185)
3. [arsen](tg://user?id=1035600134)
4. [Suomen](tg://user?id=1203932905)
5. [aruzhan.](tg://user?id=1393643593)
6. ['FlawLezzly](tg://user?id=1416323800)
7. [klmarzhn](tg://user?id=1190691397)
8. [ain't](tg://user?id=1186615860)
9. [диль](tg://user?id=1626577475)
10. [aiym](tg://user?id=1641565021)
11. [Aryn](tg://user?id=6683128192)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница, Сержант, Оборотень

**Всего:** 11",mixed,
243311,"Сегодня был жестоко убит **Камикадзе **[**arsen**](tg://user?id=1035600134)...
Говорят, у него в гостях был **Комиссар Каттани**


Сегодня был жестоко убит **Комиссар Каттани **[**Suomen**](tg://user?id=1203932905)...
Говорят, у него в гостях был **Камикадзе, Дон**",mixed,
243312,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [диль](tg://user?id=1626577475)
3. [aruzhan.](tg://user?id=1393643593)
5. [klmarzhn](tg://user?id=1190691397)
6. [arsen](tg://user?id=1035600134)
7. [Aryn](tg://user?id=6683128192)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия - 2

**Всего:** 7",mixed,
243322,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [диль](tg://user?id=1626577475)
3. [aruzhan.](tg://user?id=1393643593)
5. [klmarzhn](tg://user?id=1190691397)
6. [arsen](tg://user?id=1035600134)
7. [Aryn](tg://user?id=6683128192)
9. [арс](tg://user?id=930936280)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Дон, Бомж, Камикадзе, Мафия - 2, Любовница

**Всего:** 8

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
243324,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [диль](tg://user?id=1626577475)
3. [aruzhan.](tg://user?id=1393643593)
4. [smile](tg://user?id=6367906911)
5. [klmarzhn](tg://user?id=1190691397)
6. [arsen](tg://user?id=1035600134)
7. [Aryn](tg://user?id=6683128192)
9. [арс](tg://user?id=930936280)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 2, Любовница

**Всего:** 9",mixed,
243328,"**Живые игроки:**
1. [Suomen](tg://user?id=1203932905)
2. [диль](tg://user?id=1626577475)
3. [aruzhan.](tg://user?id=1393643593)
4. [smile](tg://user?id=6367906911)
5. [klmarzhn](tg://user?id=1190691397)
6. [arsen](tg://user?id=1035600134)
7. [Aryn](tg://user?id=6683128192)
8. ['FlawLezzly](tg://user?id=1416323800)
9. [арс](tg://user?id=930936280)
10. [sunkar](tg://user?id=1888502185)

**Из них:** Мирный Житель, Комиссар Каттани, Доктор, Дон, Бомж, Камикадзе, Мафия - 3, Любовница

**Всего:** 10

Сейчас самое время обсудить результаты ночи, разобраться в причинах и следствиях...",mixed,
