text,language,weight,source,label_id
"В области Жетысу наблюдаю много много земель просто огорожено, да брең сараң мал қой жылқы жұр но это мизер по сравнению с миллионами голов в Советское Время!",mixed,3.0,real,2
Жазда ауа райы біртүрлі боп кетті ғой,kz,3.0,real,1
"Товар өте қатты ұнады, жылдам жұмыс жасайды осы магазины ұсынамын Баха Рахмет.",kz,3.0,real,1
"Телефон отличный, батарея держит хорошо, 2 суток игры летают, ну в общем на десятку с плюсом.",ru,3.0,real,0
"Құтты болсын,удачи и успехов",mixed,3.0,real,2
Если учитывать насколько глубокие знания нужны для такого масштаба разработки вы минимум senior,ru,3.0,real,0
"Өте керемет, супер, маған қатты.",kz,3.0,real,1
"Жақсы қолға алған, қадағалау керек бәрібір",kz,3.0,real,1
Вот это я понимаю на высшем уровне внешняя политика.,ru,3.0,real,0
Керемет нәтиже көрсеткен екен жас спортшылар! ,kz,3.0,real,1
"Молодцы, а почему до такого состоянии довели",ru,3.0,real,0
"Ну, теперь очередь быстрее болады ғой, биометрия бәрібір керек нәрсе",mixed,3.0,real,2
"Тюрк әлемі — это не просто союз. Это жүрек со стуком на одну частоту. Казахстан, Узбекистан, Турция, Кыргызстан, Азербайджан, Венгрия — бір тамырдан шыққан, тек жолы әртүрлі болған халықтар. И вот теперь, при Токаеве, мы снова сидим за одним дастарханом. Это не просто история — это ұлы қайта өрлеу. Бабалар армандаған күн осы!",mixed,3.0,real,2
"Прямой выход на китайский рынок — это уже уровень, экспортқа серпін болады",mixed,3.0,real,2
"думаю еще неделька, может быть даже полторы будет еще жить",ru,3.0,real,0
на таких данных ничего нормально не обучишь,ru,3.0,real,0
Вроде бірнеше күн болатын емес па еді Китайский Новый год или ошибаюсь🤔,mixed,3.0,real,2
"По школам и садикам просто по красоте. Келешек мектептері нужная тема. А то раньше дети в три смены учились, теперь будет как в городе с комфортом",mixed,3.0,real,2
"Удобный большой ластик, хорошо стирает карандаш.",ru,3.0,real,0
Очень хороший ластик. Очень хороший ластик.,ru,3.0,real,0
Отличная новость! Алға Казақстан!,mixed,3.0,real,2
"В сизо у него нет телефона  ,ломки продолжаются интересно  ?",ru,3.0,real,0
"Так и пришла, так и закончила универ",ru,3.0,real,0
"Картинка крутая... Но если разведчики так выглядят, то они и по общественным местам передвигаются по-пластунски",ru,3.0,real,0
"А где варианты ""кенту в долг"", ""по братски""? Скинул такой лям на көрімдік))",mixed,3.0,real,2
"Хорошая инициатива, парки зеленее болады, студенттерге де, қалаға да ауа керек",mixed,3.0,real,2
сетевой 8 сыныптарға болады ма?,kz,3.0,real,1
"Рахмет, жақсы дүкен, келіп алсаңыздар болады. .",kz,3.0,real,1
"Если ноля в  нынешней ""календарной системе"" до и после нашей эры нет, то да. Сдвиг на единицу. Вы правы.",ru,3.0,real,0
Сотрудничество МВД разных стран это еще и обмен опытом. Всегда есть чему поучиться друг у друга.,ru,3.0,real,0
"6 639 ресурс бұғатталғанымен, 1 237 сайттың әлі де тексеріліп жатқаны – бұл жұмыстың тұрақты түрде жүргізіліп жатқанын көрсетеді. Барлық интернет-ресурстар мұқият бақылауда болуы қажет.",kz,3.0,real,1
Барлығы бір дедлайн бойынша жұмыс істейді,kz,3.0,real,1
"Возможности у всех разные, как и потребности.",ru,3.0,real,0
"Я чет не припомню
Т к тоже хотел на пайтоне писать, а там оказывается нельзя вроде
Хз не помню",ru,3.0,real,0
Грустно демедің ба че мелочиться,mixed,3.0,real,2
"Хороший шаг для города, люди сами таңдайды теперь",mixed,3.0,real,2
"Достықтарыңыз ұзағынан болсын.Главное, чтобы был мир во всем мире. Поздравляем народ Бангладеш с праздником независимости",mixed,3.0,real,2
"""Клеймо позора"" деген аты жаман екен ☹️. Басқалардың ойынан тәуелсіз болуға тырысып жүрсе адам деген 💁🏻‍♂️... И в 1-части и во 2-ой... Как будто мнение окружающих важнее всего (но я и не говорю что оно вообще не важно, но этот наш менталитет #$!&)",mixed,3.0,real,2
"Магазину спасибо большое, обзвонил где то 5 магазинов, никто трубку не брал в воскресенье, а этот магазин сразу взял и подсказал что и как, в целом телефон классный после 11 айфона, 15 про Макс также спасибо Каспи.",ru,3.0,real,0
"Там где выскакивает первая ошибка 

Дисің",mixed,3.0,real,2
"Как бы это её первое поражение, если чтоили нужно обязательно что-то кудахтнуть в чатик",ru,3.0,real,0
"Для народа это прям жеңілдік, инфляцияны ұстап тұр ғой",mixed,3.0,real,2
Бағасына сай өте керемет өзі арзан өзі маржан.,kz,3.0,real,1
"Пусть уже договорятся, соғыс болмасын",mixed,3.0,real,2
на один мәтін можешь написать,mixed,3.0,real,2
Почему на вертолёте не облетают зоны подтопления?,ru,3.0,real,0
"Әркім өз мүддесін қорғап жатыр, бәрібір келісім керек қой",kz,3.0,real,1
Біреуі раз в месяц ивент анонсируют,mixed,3.0,real,2
Ереке мансабыныз кутты болсын! Сизге сенемиз ! Әли де жогарылайсыз! Отбасыңыз аман болсын! Өте куаныштымын! Алматыдан Марат ағаң!,kz,3.0,real,1
"Видимо, жаңарту керек болған шығар",mixed,3.0,real,2
Теперь ещё пожары....с прошлого раза ничего наверное так и не изменилось...,ru,3.0,real,0
"Ар елдин оз улги ететиндей ерекшеликтери бар, бир биримен опыт алмасса нур устине нур",kz,3.0,real,1
"Хороший визит, такие встречи всегда двигают сотрудничество вперёд. Казахстан и США работают в разных сферах, и каждая из них важна. Жақсы келіссөздер, жаңа мүмкіндіктер ашылады деп ойлаймыз",mixed,3.0,real,2
"Ұнады, балам енді қолданып көреді.",kz,3.0,real,1
Что с людьми творится ,ru,3.0,real,0
Вот других сажать надо никто им не давал такого права воспитывать чужих детей таким методом вела себя так грубила пиши заявление мы живем в правовом государстве!,ru,3.0,real,0
"Так ведь не было ничего. Мы ощутили толчки, выбежали. Ждали мин 10 пока хоть какие то новости появятся и их не было по официальным каналам! Мы сидели в машине со включенным радио  как дебилы слушали музыку! Вот официальные источники. Спустя 2-3 часа поступила информация - никому не верьте! Шикарно",ru,3.0,real,0
"жаңа қалағо ,поддержка беріп жатса,жақсы болған екен онда",kz,3.0,real,1
Өшіргіш сапалы. Алуға кеңес беремін.,kz,3.0,real,1
"Для инвесторов теперь двери открытее, имидж банка да и страны өсіп тұр",mixed,3.0,real,2
"Қазіргі заманғы армия ақпараттық соғыс, жалған жаңалықтар мен үгіт-насихат секілді қауіптерге тап болуда. Идеологиялық жұмыс әскери қызметшілерге сыни ойлауды қалыптастырып, осындай қауіп-қатерлерге төтеп беруге көмектеседі.",kz,3.0,real,1
холдинг жақсы жұмыстар атқарып келеді,kz,3.0,real,1
"Всё по закону идёт, теперь тәртіп болады",mixed,3.0,real,2
"Магазин супер!!! Ответили через минуту после того как одобрили рассрочку!!! Доставили в межгород за два дня,это очень быстрая доставка!!! Что сказать по телефону,айфон есть айфон,мощный,камеры просто бомба!!! В руке сидит как родной,он меньше чем 14 про Макс и легче на 20 грамм. Покупкой доволен как слон,третий день кайфую!!! Спасибо,магазин рекомендую!!!",ru,3.0,real,0
"Общие правила нужны, экспортқа қолайлы болады",mixed,3.0,real,2
"Удачи, успехов и отличных результатов в новой работе, ісіңіз тек оңынан болсын",mixed,3.0,real,2
"Хоть и рейды идут, но без самих дачников тут не решить — контейнер қойып, келісімге отыру керек бәрібір",mixed,3.0,real,2
"Бағасы тиімді, сапасы да жақсы.",kz,3.0,real,1
"Ой,пусть в Алмату приедут прикроют. Аким наш, в начале деятельности своей обещал,видимо до сих пор руки не дошли",ru,3.0,real,0
Можно узнать на счет смены трека?,ru,3.0,real,0
"Қап,  өте  өкініштісі,  бір  де  гол   не  забили !",mixed,3.0,real,2
"Всегда осы салфеткамен пайдаланамын, качество күшті, еще сумкіге салуға ыңғайлы.",mixed,3.0,real,2
"Правоохранительные органы – на контроле, молодёжь спортта қуантады",mixed,3.0,real,2
Конспектирование это тоже отчасти учеба,ru,3.0,real,0
"Дұрыс, жер бос жатпауы керек",kz,3.0,real,1
осы заңдар ертең экономика мен әлеуметтік салаларға жақсы әсер береді,kz,3.0,real,1
"Всё правильно, продбезопасность важнее, пусть сначала елдің өзіне жетсін",mixed,3.0,real,2
"Жақсы сапада жасалған, облик әдемі.",kz,3.0,real,1
"Ластик хороший, качественный, рекомендую к покупке. Товар пришёл в срок.",ru,3.0,real,0
"ЛРТ строим, Экспо строили сколько денег ушло на лево? А на АЭС вообще золотое дно",ru,3.0,real,0
"Таза рабочая атмосфера лидеры жиналды, қауіпсіздік мәселелерін ашық айтты",mixed,3.0,real,2
"Зачем срывать их, всё равно не донесёте.Лучше любоваться таким чудесным зрелищем.",ru,3.0,real,0
"Таза ұлттық шаруа, жақсы қолға алып жатыр",kz,3.0,real,1
"Хороший ластик, на Каспи  дешевле, спасибо продавцу положил еще один в подарок! Доставка пришла вовремя.",ru,3.0,real,0
дым техника жоққой бәрін жегенба,mixed,3.0,real,2
"Сделайте простому народу Амнистию по 608ст.  Сколько семей распалось из за этого, дайте шанс пожалуйста",ru,3.0,real,0
"Салфетка супер, ұнады, керемет. Качествосы да күшті қалың.",mixed,3.0,real,2
"Полезная штука для бизнеса, с бухучетом көп қиналатындар көп қой",mixed,3.0,real,2
"Хорошая инициатива, регионы оживляет и жастарға мүмкіндік береді",mixed,3.0,real,2
Заңсыз әрекеттер үшін жауапкершілікке тартылғандары дұрыс екен,kz,3.0,real,1
"На самом деле, на производстве бұл маңызды шара, қауіпсіздік үшін керек нәрсе",mixed,3.0,real,2
Не было бы 7 уроков,ru,3.0,real,0
Жақсы. Рахмет. Қасында кішкентай салфетка сыйлығы болды.,kz,3.0,real,1
"Рибьята! Не переживайте, попу лишний раз не напрягайте! 
У всех кто зарегался статус: «На модерации». Это правильный статус 

Бәрі жақсы, рега өтті 

С любовью,
Админ",mixed,3.0,real,2
"Главное, что жертвалар жоқ екен",mixed,3.0,real,2
"Сәкен с Дусматовым будет дратся,Дусматов31год , не тот Дусматов , но опытный,а Сакен тоже не плохо вступает,но мен не нравится ,что он свою голову вниз тянеть  ,басты көтеру керек қой.",mixed,3.0,real,2
"Если папик сам не первой свежести, то она в самый раз.",ru,3.0,real,0
"Шүкір, дело закончили. Ждем суда и справедливого приговора.",mixed,3.0,real,2
"Керемет өшіргіш, бағасыда қол жетімді, алуға кеңес беремін. Супер.",kz,3.0,real,1
"Өте жақсы өшіргіштер. Өз қалдырмайды, қағазды бүлдірмейді. Сапасы.",kz,3.0,real,1
"көңіл бөліп жатыр ғой, жағдай күрделі екен",kz,3.0,real,1
Ия қорқа бермей салу керек уже,mixed,3.0,real,2
"Заказ тез келді, чехолдар тамаша телефонға, әрі өте арзан бағада.",kz,3.0,real,1
"Жақсы, өте керемет, маған ұнады.",kz,3.0,real,1
Қайдағы участковый толпа жүр ғо,mixed,3.0,real,2
"Өте жақсы гарантиясымен келді. Уақытында келді, оригинал. Рахмет.",kz,3.0,real,1
"А утеплитель, тем более, наружный - он должен гореть?  Целых десять этажей горело все -таки...",ru,3.0,real,0
"Очень классно стирает, пришёл вовремя, даже раньше, спасибо магазину и Каспи.",ru,3.0,real,0
Такие шаги в сторону цифрового государства конечно же нужны,ru,3.0,real,0
"Жапониядан үйренетініміз көп, дұрыс бағытпен келе жатырмыз",kz,3.0,real,1
"Телефон сапасы жақсы, тауар уақытылы жеткізілді.",kz,3.0,real,1
"Әрдайым адал , халқымыздың, еліміздің болашағы үшін қызмет ете берейік",kz,3.0,real,1
"До 2026г ночего толком не завершится, не договорятся",ru,3.0,real,0
"Главное, чтобы всё было в интересах Казахстана. Негізі энергиямен проблеман шешуге керек АЭС👍",mixed,3.0,real,2
Уберите все сумасбродные пилоты по налогам,ru,3.0,real,0
А почему Германия отказывается от АЭС,ru,3.0,real,0
"С пенсиями двигаются, инфляцию да ескеріп жатыр",mixed,3.0,real,2
"Құтты болсын! Бауы берік болсын! Кто она, зачем, деп өздеріңнін төмендігіңді көрсетпеңдер! Если вы не знаете, это не значит, что она не известна! Доброе слово пораждает добро для себя! А столько злости-зачем и почему? Не знаете, прогуглите! А рожает в 50-это уже смелость! А сама или не сама тоже не ваше дело! Самое главное, Баян молодец, что решилась на такой  подвиг! Удачи и всех благ! Рахмет, за то что этот казахский мир сделала богаче еще на двух красавиц! Аман, сау болып өсе беріңдер!🙏🏼",mixed,3.0,real,2
"Товар реально жақсы екен, компактный. Иісі жоқ.  1шт подарок қылып салып жіберіпті. Рахмет көп, доставка тез жетті.",mixed,3.0,real,2
"Менің мысығым дәл сондай, любойын қопарады ",kz,3.0,real,1
"Тәүелсіздігімізді ең бірінші қабылдаған , бауырлас ел",kz,3.0,real,1
"Организовано всё по правилам, процесс ашық өтеді екен",mixed,3.0,real,2
"Пожарные шапшаң келіп жатыр, бәрін бақылап тұр",mixed,3.0,real,2
Порекомендовал бы лучше Назарбаев университет,ru,3.0,real,0
"Видно, что к вопросам безопасности начали относиться серьезнее) Сейчас главное, чтобы работа продолжалась, особенно в регионах, где есть риски паводков",ru,3.0,real,0
"Чилиліктер таңдауын жасады, жаңа президентке сәттілік",kz,3.0,real,1
"Бәрі уақытында келді, качество тамаша.",kz,3.0,real,1
" Қайғылы жағдай ғой. Комиссия анықтап, шара қолданады енді.",kz,3.0,real,1
К чему это усиленине? К обратному подению?,ru,3.0,real,0
"Пожарникам и ЧС-никам оңай емес сейчас, на страже бәрібір",mixed,3.0,real,2
Нет уже как пару лет закончилась,ru,3.0,real,0
"Обычные неплохие ластики. Тут цена копеечная, беру много.",ru,3.0,real,0
"молодец, бәрін күшті қарсы алып жатыр",kz,3.0,real,1
"Хорошо, что выделили деньги на восстановление после паводков",ru,3.0,real,0
Всю жизнь чмо болып жүре берем из ба?,mixed,3.0,real,2
"Жақсы жұмыс істеп жатыр МЧС, бар үміт соларда",kz,3.0,real,1
А как же покушение на жизнь????,ru,3.0,real,0
"Қазақтар не забудут помощь братьев таджиков , киргизов и узбеков! Қыин кезенде қасымызда болып , протянуть руку помощи это многого стоит!!!!",mixed,3.0,real,2
"Жаль…Абиба не смогла забрат бронзу…эх, ..жарайсың Абиба мойыма,жеңісің алда әлі!",mixed,3.0,real,2
"Формулировка, которая фиксирует: отношения Казахстана и Китая находятся вне зоны текущей политической конъюнктуры",ru,3.0,real,0
"Қасына сыйлық салып жіберіпті, рахмет! Өте тиімді әрқашан өзіңмен алып жүруге.",kz,3.0,real,1
"Доставка была раньше срока, спасибо продавцу, курьер очень торопился, не дал время вскрыть товар, торопил и спрашивал давай код, это не серьезно. Я ранее звонил продавцу, он не брал трубку.",ru,3.0,real,0
"Не мы такие, жизнь такая",ru,3.0,real,0
"Маған айфонның есим екенін ескерткен жоқ, мен сим карта бар деп ойладым. Ал телефонның өзі әдемі.",kz,3.0,real,1
Енді осы мәселелер өз шешімін тапса жақсы болар еді,kz,3.0,real,1
"Қайғылы жағдай екен, барша Қытай халқына көңіл айтамын. Осындай кезде бір-бірімізге қолдау көрсету өте маңызды ",kz,3.0,real,1
Маған қатты ұнады. Сапасы да жақсы.,kz,3.0,real,1
"Если преступление так досконально расследовали, значит, у следствия не было сомнений в вине подозреваемых. Теперь слово за судом!",ru,3.0,real,0
"В такую погоду МЧС-қа сенім артамыз, қауіпсіздікке мән берген дұрыс",mixed,3.0,real,2
"По итогам года ,уже с десяток, дюжину школ надо будет построить",ru,3.0,real,0
"А если правительство возьмет это под строгий контроль, как поручил Президент, то до 2027 года проект точно будет завершен",ru,3.0,real,0
"Врачи и министерство на контроле держат, барынша көмектесіп жатыр",mixed,3.0,real,2
"Так вот, когда закончится их гегемония, вот этот порядок вещей исчезнет и они вынуждены будут жить по своим средствам.",ru,3.0,real,0
В такое время мы должны сплотиться во благо мира на земле и то что мы делаем это для нашего будущего,ru,3.0,real,0
"я не знаю, он скрывается от выплатов алиментов",ru,3.0,real,0
"Всем мира хочется, санкциялармен қорқытқаннан ешкім ұтпайды",mixed,3.0,real,2
"Өте керемет, маған ұнады, тағыда заказ беремін.",kz,3.0,real,1
"Вопрос көтеріліп, қадағалап отыр ғой",mixed,3.0,real,2
Надеюсь тебя отпускают и без проблем доберешься,ru,3.0,real,0
"Вовремя почистили, бюджетке де жеңілдеу болады",mixed,3.0,real,2
"Қытай әлемдік экономикасы мықты дамыған мемлекеттердің бірі, үлгі алып үйренеріміз шынымен де көп",kz,3.0,real,1
"Закон бәріне ортақ, бірақ балаға обал болды",mixed,3.0,real,2
"Ну что сказать, жексұрын боп кетті!!! Видать деньги и власть не помогли в больнице!",mixed,3.0,real,2
Супер өз бағасына және бонус кып кишкентай салфетка салып жиберипти. Өзінің уақытынан бұрын келді.,kz,3.0,real,1
"Стерка из детства. Не сильно жёсткая, синяя сторона блестит. Дешёвая, не воняет, со своей задачей справляется. Упаковали тоже хорошо, такую маленькую в большой пакет положили. Спасибо большое магазину Patriot-kz, быстрой доставке и китайцам-производителям.",ru,3.0,real,0
Ну и бәрібір емес па какая форма на тебе когда золото на груди и флаг гимн страны в твою честь???,mixed,3.0,real,2
"Качество топ, зарядка держится до двух суток.",ru,3.0,real,0
"Сүйкімді, ұнады, күшті прям иісі де жоқ.",kz,3.0,real,1
"Как всегда много слов и ничего не понятно. Но как я понял, не переживайте, козлов отпущения найдем",ru,3.0,real,0
"Реально ерлік қой, осындай жігіттер аман жүрсін",mixed,3.0,real,2
"а еще AP алғандар бар ма, откуда их найти?",mixed,3.0,real,2
Өзіне лайықты жаһксын алар енді,kz,3.0,real,1
"информация полезная, очередь и задержки могут быть, ескерілуде",mixed,3.0,real,2
Новые станции с Китаем — экологически чистая энергия — это плюс для всей страны. Енді табиғатты сақтаймыз! 🌱,mixed,3.0,real,2
"Кредиттерінен босатпайды ма, қандай отсрочка?",mixed,3.0,real,2
"тарих пен руханиятты ұмытпай, осындай қасиетті жерлерді көрсету үлкен үлгі болды",kz,3.0,real,1
"Рахмет. 100 жасасын. Еліміз аман, тыныш заман болсын.",kz,3.0,real,1
У нас ағай всем 90 ставит даже если ты все прогулял,mixed,3.0,real,2
"Жарайды, ертең қолшатыр алуды ұмытпау керек сияқты",kz,3.0,real,1
я летом на пле и на наге играл для ммров,ru,3.0,real,0
почему Ораза Айт не объявят днем праздника. даже дети не смогли как следует айттауға. в этот день следует по гостям ходить. а они в школе были😢,mixed,3.0,real,2
"Жақсы жаңалық қой, креативті индустриялар дами түседі енді.",kz,3.0,real,1
"Если брать как реформа для улучшения общения с бизнесом то инициатива хорошая, плюс мотивация будет.",ru,3.0,real,0
"Главная чтобы предусмотрели сохранение номера машины в приложении, так более удобно будет для владельца машины",ru,3.0,real,0
Өте жақсы уакытысынан бұрын жеткізді. Рахмет.,kz,3.0,real,1
"Хочешь жить, умей вертеться деген күн туған ба қазақтарға?",mixed,3.0,real,2
"Лучше бы инфраструктуру поменяли по Кз, гниет все , пол страны без отопления и воды, летом без света, чем эти боққада керек емес темірді дәм болсын туда сюда тасып, салыб, алыб, жасаб.",mixed,3.0,real,2
Где мой сертификат за участие,ru,3.0,real,0
"Хороший товар. Доставка пришла вовремя, всё аккуратно и надёжно упаковано.",ru,3.0,real,0
Жалко Мужика. Не побоялся против такой системы переть. Смелости целый вагон был(,ru,3.0,real,0
"Красавчик, наши спортсмены вообще удивляют в этом году, желаем чтобы многие спортсмены удостоились таких достижений и наград. ",ru,3.0,real,0
Жарайсыңдар жігіттер уақытылы жеткен екен,kz,3.0,real,1
"Нам лишние потрясения на рынках не нужны, мы сейчас только только набрали обороты в экономике",ru,3.0,real,0
"Давно надо было, мошенничество азаяды енді",mixed,3.0,real,2
"Алла шипасын берсін, аман болса екен.",kz,3.0,real,1
"Про холокост еще почитать можно, все таки немаловажная тема тоже",ru,3.0,real,0
"Мен сияқты екен, всех приглашает ",mixed,3.0,real,2
"Вот реальные возможности для казахстанского бизнеса, новые каналы для экспорта и продвижения наших товаров за границу",ru,3.0,real,0
"Без транспорта вообще тяжело бы ел қозғалатын едік, всех с праздником",mixed,3.0,real,2
"Продаешь такие же курсы как стать миллионером и все, изи деньги",ru,3.0,real,0
"11ден кейінгі телефоным, күшті екен.",kz,3.0,real,1
"Каждому свое. Но по факту, рабочие, те самые трудяги, которых благо сейчас не мало, это фундамент всех стран мира. Өз жұмысын адал істеп жүрген жандарға мың алғыс.",mixed,3.0,real,2
"Ну да, а сами эти школы, больницы все уничтожают. Это как, нормально?",ru,3.0,real,0
"Ай, өзің де тыныш жүрмейсіңбе басқа қалада Астанада жүрсің  слов нет ",mixed,3.0,real,2
"Надеюсь, это приведет к более тесному сотрудничеству",ru,3.0,real,0
"Сафетка уақытында келді, удобно сумкаға салып жүруге, артық иісі де жоқ, күшті.",kz,3.0,real,1
"Керемет салфетки, жолға ұстағанға, сөмкеге салғанға ықшамды.",kz,3.0,real,1
Отлично 5 Айфон 15 про Мах 256 гб.,ru,3.0,real,0
"Тапсырма берілді, жоспар бар, будем ждать результатов",mixed,3.0,real,2
Телефон жақсы сыйлыққа алғам иесіне ұнады рахмет и жеткізуі де уақытылы болды.,kz,3.0,real,1
"Инфляцияны тұрақтандыру және жұмыссыздықты азайту жағдайында маңызды жетістіктерге жетіптіғой, осылай алға ұмтыла берейік",kz,3.0,real,1
"Хорошая тенденция, ИИ-менеджментті оқытып жатқаны дұрыс, сұраныс бар",mixed,3.0,real,2
"Классные салфетки, без запаха, компактный размер, очень удобно носить в сумке.",ru,3.0,real,0
"Долго в этой сфере было как получится, один следователь по одному, другой по-другому,права часто игнорировались.Сейчас видно,что пересматривают все,уголовный,исполнительный кодекс",ru,3.0,real,0
"Салфетка өте жақсы, ішінде штугы көп өте ыңғайлы.",kz,3.0,real,1
Можно подробнее про эту выплату?,ru,3.0,real,0
"Чехол өте сапалы, қатты ұнады.",kz,3.0,real,1
"Быстрее найдут ошибки, быстрее будут исправлять, жақсы ғой",mixed,3.0,real,2
"Главное, что жертв жоқ екен",mixed,3.0,real,2
Сол кезде артық сұрақ та болмайды),kz,3.0,real,1
Иманды болсын ! Лә Илаһа Ил Алаһ ! Алланың жазуы ! Адамның қолында ештеңе жоқ !,kz,3.0,real,1
"Все четко объяснили, спекуляцияға ермеу керек",mixed,3.0,real,2
"впринципе тоже надо, в аргументы ещё можно добавить, автор қолданған тілдік құралдардын оқырманға әсері",mixed,3.0,real,2
"А ведь ақырын ақырын дамытып барамыз,  ия?",mixed,3.0,real,2
"Проста супер, доставка тез келді, жаза берсін Mobile Vibe.",mixed,3.0,real,2
"Телефон анашыма ұнады, көп рахмет, магазинге уақытылы жеткізіп берді.",kz,3.0,real,1
Хозяина собак наказать строго и пусть выплатит крупную компенсацию мальчику. Серикбек аға батыр!!!!,mixed,3.0,real,2
"Көрші ақысы – тәңір ақысы деп бекерге айтпайды ғой, хорошая поговорка, и по делу сказано👍",mixed,3.0,real,2
"Батыр үшін тәртіп – жеңістің негізі, ал рух – жауынгердің ең басты қаруы болды. Сондықтан да оның қарамағындағы жауынгерлер командирін ерекше құрметтеп, сенім артты.",kz,3.0,real,1
"И это. Именно что графический движок, а не библиотеку",ru,3.0,real,0
Хоть какой то смысл от этого фильма,ru,3.0,real,0
"Удобный ластик, хорошее качество. Стирает отлично. Спасибо Каспи Магазину и продавцу.",ru,3.0,real,0
"Связи с США всегда нужны, экономикаға плюс болады",mixed,3.0,real,2
А чё делать если нету,ru,3.0,real,0
"Важный день, важный праздник для любого из народов, для любой страны. Құтты болсын",mixed,3.0,real,2
Красивый чехол за эту цену.,ru,3.0,real,0
"поднялся на 40, опустился на 2 тенге, на разницу пополняем бюджет",ru,3.0,real,0
"0,5% – это не рекордный рост, но в нестабильных условиях даже такой результат уже неплохо. Казахстан всё ещё привлекателен для инвесторов, и это главное. Жаңа жобалар көбейсе, одан да жақсы нәтиже болады",mixed,3.0,real,2
"Резонно, давно надо было тарифы пересмотреть, транзит күшейсе, экономикаға да плюс болады",mixed,3.0,real,2
Как будто все комментатары из болота переехали в закон кз.,ru,3.0,real,0
Оның бұл лауазымға келуі ШОС-тың аймақтық ынтымақтастықты нығайтуға бағытталған жұмыстарын күшейтеді.,kz,3.0,real,1
"Унады, жақсы қапталған, рақмет Каспи магазиніне және доставщик жігіттерге. Тура уақытымен жеткізіп береді товарды. Алғысым шексіз, еңбектеріңіз жана берсін.",kz,3.0,real,1
Классные салфетки. И спасибо за подарок.,ru,3.0,real,0
"жақсы, уақытымен түсіндіріп берді, алаңдауға негіз жоқ сияқты",kz,3.0,real,1
"Давно надо было, врачтарды қорғау керек",mixed,3.0,real,2
Эта осень очень шикарная! Ничего не замерло и красивые листопады,ru,3.0,real,0
Деньги еще не разворовали?! Как так то,ru,3.0,real,0
"Керемет! Подаркага салфетка салып жіберіпті, мұнда бағаға стоит даже.",kz,3.0,real,1
"Когда рядом сильные и надежные соседи, это уже половина успеха. Мир вокруг — это мир внутри, түсіне білген адамға🙌",mixed,3.0,real,2
"Қызыма сыйлыққа алғам, өте қатты ұнады, уақытынан бұрын жеткізілді, рақмет Кас.",kz,3.0,real,1
"вопрос прозвучал в рамках общей риторики о знании языков и адресован редакции и никак не в вам, так что ""умные"" комментарии можете придержать для более удачного случая. Сіз өзіңіз негізі қазақша қалайсыз?",mixed,3.0,real,2
Керемет сападағы телефон. Маған қатты ұнады. Уақытымен алып келді. Рахмет сіздерге.,kz,3.0,real,1
"Введение ограничений на свободу слова, посягающую на честь и достоинство других лиц, общественный порядок и духовно-нравственные ценности, соответствует международной практике. Это направлено на противодействие травле (буллингу), клевете и деструктивному поведению в публичном пространстве, защищая более уязвимые группы общества.",ru,3.0,real,0
Отличный ластик за свою цену.,ru,3.0,real,0
"162 олигархов КЗ держат свои активы за бугром в $. Выводят доллары, и когда необходимы минимальные операции то завозят по высокому курсу конверт в тенге и движ происходит. В целом не выгодно олигархам держать в тенге валюту.",ru,3.0,real,0
"Ақпаннан бері еңбек демалысында болса, ауырған шығар,",kz,3.0,real,1
"Хорошо, что деньги пойдут на конкретное дело — люди суымен қамтамасыз етіледі",mixed,3.0,real,2
от даты окончания + месяц,ru,3.0,real,0
"Летом всегда спрос на такие профессии растет, сезон ғой",mixed,3.0,real,2
Ну они же любят такие фильмы снимать,ru,3.0,real,0
Цена и качество просто супер.,ru,3.0,real,0
Еңбегін багаламайды олардын. График плотный,mixed,3.0,real,2
"Барлығымен осындай келісімге келіп алу керек, шетелде қашып жүргендерді ұстауға хорошая возможность.",mixed,3.0,real,2
Рахмет. Уақытында жеткізіп берді. Көп күшті.,kz,3.0,real,1
Чисто 2інші турдан жиналған баллмен как то жоғарырақ күміс медалі алкету мүмкінбе?оңай көрінеді но по рез там ондайлар аз,mixed,3.0,real,2
Все работает. Доставили раньше срока. Продавцу спасибо за дополнительную информацию.,ru,3.0,real,0
"Мен өте жиі алатын салфеткаларым. Өзіме қатты ұнайды. Қалтаға салғанға да, сөмкеге салсаң да көп орын алмайды. Әрі иісі де жоқ. Көпке жетеді. Көп рақмет!",kz,3.0,real,1
"Отличный ластик, прикольно за такую цену.",ru,3.0,real,0
"Жарайсындар, балалар! Рахмет сендерге, Қазақстаннын абыройын көтергендеріне! Я верю в нашу страну, когда есть такие умные, развивающиеся люди! Горжусь!!! 🔥🎊🫶🙏😘",mixed,3.0,real,2
"қажетті келісім екен, азаматтардың құқығын қорғау үшін маңызды",kz,3.0,real,1
"Это вселяет уверенность, что новая Конституция защищает интересы каждого гражданина",ru,3.0,real,0
"Жоқтан жақсы, бірақ аз. Бір миллион доллар берсе еді",kz,3.0,real,1
В подарокк біреу косып жіберпті качествосы да супер осы салфетканың.,mixed,3.0,real,2
"Серьёзные перемены идут, қоғам да қосылып жатыр, бастысы — бәрі ашық талқыланып жатыр",mixed,3.0,real,2
"Керемет, қызыма қатты ұнады! 15 жасқа толғанына тосын сый жасап әпердім.",kz,3.0,real,1
"переводчик дурыс аудармапты,орысша сойли бериниз",kz,3.0,real,1
